School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Natick: Memorial,01980043,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District,       0,      86,      88,      91,      81,      87,       0,       0,       0,       0,       0,       0,       0,       0,       0,     433,      19,   4.4,       0,   0.0,      39,   9.0,      61,  14.1, , ,   1.2,   5.3,   2.3,  86.8,   0.0,   0.0,   4.4,  49.2,  50.8,      85,20.3,        431,26.9,100.0,     138,95.7,  16.1 to 1,"     $24,658,347","  $66,825",    369.0,33.0,      33, 100.0,  15.2,  81.8,   3.0,   0.0,"          $66,120,934.00","           5,266.8","              $12,554.29","          $73,714,556.00","           5,440.3","              $13,549.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
Natick: Natick High,01980505,Public School,Natick,MA,01760,"PK,09,10,11,12",Natick,01980000,Public School District,     108,       0,       0,       0,       0,       0,       0,       0,       0,       0,     373,     381,     339,     336,       6,"   1,543",      97,   6.3,      13,   0.8,     253,  16.4,     373,  24.2, , ,   3.5,   6.9,   3.8,  81.9,   0.0,   0.1,   3.8,  51.0,  49.0,"   1,227",17.5,"      1,575",105.1,100.0,     936,98.9,  14.7 to 1,"     $24,658,347","  $66,825",    369.0,134.0,     129,  96.3,   7.0,  88.4,   4.7,   0.0,"          $66,120,934.00","           5,266.8","              $12,554.29","          $73,714,556.00","           5,440.3","              $13,549.72",337.0,95.5,1.8,1.5,0.3,0.9,0.0,"   1,429",4.0,0.3,,,,,,,,,,,325.0,259.0,79.7,270.0,     572,115.0,67.0,51.0,20.0,17.0,42.0,77.0,124.0,173.0,156.0,20.8,79.2,282.0,544.0,558.0,84.0
Natick: Wilson Middle,01980310,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District,       0,       0,       0,       0,       0,       0,     238,     244,     236,     220,       0,       0,       0,       0,       0,     938,      20,   2.1,       1,   0.1,     147,  15.7,     223,  23.8, , ,   3.8,   3.8,   4.4,  86.2,   0.0,   0.1,   1.6,  49.9,  50.1,     430,22.4,        954,70.7,98.7,     277,94.6,  13.3 to 1,"     $24,658,347","  $66,825",    369.0,89.0,      83,  93.3,   8.4,  91.6,   0.0,   0.0,"          $66,120,934.00","           5,266.8","              $12,554.29","          $73,714,556.00","           5,440.3","              $13,549.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
Nauset: Nauset Regional High,06600505,Public School,North Eastham,MA,02651,"09,10,11,12",Nauset,06600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     247,     243,     257,     258,       5,"   1,010",      38,   3.8,      19,   1.9,     137,  13.6,     274,  27.1, , ,   3.6,   2.5,   3.6,  89.0,   0.3,   0.2,   0.9,  48.3,  51.7,     619,13.7,"      1,020",80.3,100.0,     496,96.8,  12.6 to 1,"     $10,412,588","  $79,547",    130.9,100.0,     100, 100.0,  21.0,  77.0,   2.0,   0.0,"          $26,574,102.00","           1,574.9","              $16,873.52","          $30,289,877.00","           1,709.1","              $17,722.71",269.0,93.7,3.3,1.1,0.4,1.5,0.0,"   1,005",7.0,0.7,,,,,,,,,,,256.0,181.0,70.7,304.0,     574,155.0,80.0,34.0,22.0,13.0,48.0,81.0,146.0,158.0,141.0,22.5,77.5,201.0,549.0,539.0,78.0
Nauset: Nauset Regional Middle,06600305,Public School,Orleans,MA,02653,"06,07,08",Nauset,06600000,Public School District,       0,       0,       0,       0,       0,       0,       0,     175,     205,     194,       0,       0,       0,       0,       0,     574,      13,   2.3,       3,   0.5,     101,  17.6,     193,  33.6, , ,   2.8,   2.4,   3.1,  88.2,   0.9,   0.3,   2.3,  49.8,  50.2,     402,18.8,        578,49.7,100.0,     223,94.2,  11.6 to 1,"     $10,412,588","  $79,547",    130.9,63.0,      63, 100.0,  22.2,  76.2,   1.6,   0.0,"          $26,574,102.00","           1,574.9","              $16,873.52","          $30,289,877.00","           1,709.1","              $17,722.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
Needham: Broadmeadow,01990005,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      84,     108,      92,      94,     120,      87,       0,       0,       0,       0,       0,       0,       0,       0,     585,      32,   5.5,       8,   1.4,      42,   7.2,      66,  11.3, , ,   1.2,   7.5,   4.3,  80.9,   0.2,   0.0,   6.0,  49.2,  50.8,      92,22.5,        582,32.5,100.0,     153,100.0,  18.0 to 1,"     $31,164,917","  $87,175",    357.5,51.0,      51, 100.0,-,-,-,-,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
Needham: High Rock School,01990410,Public School,Needham,MA,02492,6,Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,     427,       0,       0,       0,       0,       0,       0,       0,     427,      31,   7.3,       1,   0.2,      68,  15.9,      89,  20.8, , ,   2.6,   8.0,   4.4,  81.3,   0.0,   0.0,   3.7,  49.9,  50.1,     302,18.3,        432,33.2,100.0,     175,100.0,  12.9 to 1,"     $31,164,917","  $87,175",    357.5,51.0,      51, 100.0,-,-,-,-,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
Needham: John Eliot,01990020,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      58,      65,      67,      61,      62,      74,       0,       0,       0,       0,       0,       0,       0,       0,     387,      64,  16.5,      22,   5.7,      49,  12.7,     105,  27.1, , ,   3.4,  11.6,   7.5,  72.6,   0.3,   0.0,   4.7,  49.1,  50.9,      67,20.3,        385,24.2,100.0,     103,100.0,  16.0 to 1,"     $31,164,917","  $87,175",    357.5,35.0,      35, 100.0,-,-,-,-,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
Needham: Needham High,01990505,Public School,Needham,MA,02494,"09,10,11,12",Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     414,     417,     382,     363,       6,"   1,582",     109,   6.9,       7,   0.4,     239,  15.1,     312,  19.7, , ,   3.0,   6.3,   3.6,  84.5,   0.1,   0.0,   2.6,  49.1,  50.9,     634,18.1,"      1,585",104.5,99.5,     436,100.0,  15.1 to 1,"     $31,164,917","  $87,175",    357.5,143.0,     143, 100.0,   0.7,  97.2,   2.1,   0.0,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",359.0,97.5,1.4,0.3,0.3,0.6,0.0,"   1,576",4.0,0.3,,,,,,,,,,,355.0,352.0,99.2,369.0,     670,175.0,116.0,54.0,20.0,4.0,10.0,43.0,112.0,223.0,282.0,7.9,92.1,328.0,586.0,605.0,90.0
Needham: Newman Elementary,01990050,Public School,Needham,MA,02492,"PK,K,01,02,03,04,05",Needham,01990000,Public School District,      84,     119,     107,     109,      98,     115,     112,       0,       0,       0,       0,       0,       0,       0,       0,     744,      55,   7.4,      17,   2.3,     100,  13.4,     152,  20.4, , ,   1.6,   8.7,   5.4,  79.0,   0.0,   0.1,   5.1,  52.8,  47.2,     112,21.2,        758,41.3,97.6,     159,100.0,  18.0 to 1,"     $31,164,917","  $87,175",    357.5,62.0,      62, 100.0,   3.2,  93.5,   1.6,   1.6,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
Needham: Pollard Middle,01990405,Public School,Needham,MA,02492,"07,08",Needham,01990000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     467,     404,       0,       0,       0,       0,       0,     871,      67,   7.7,       4,   0.5,     160,  18.4,     203,  23.3, , ,   3.9,   6.9,   4.7,  82.2,   0.0,   0.0,   2.3,  51.9,  48.1,     610,19.1,        876,68.8,99.1,     301,100.0,  12.7 to 1,"     $31,164,917","  $87,175",    357.5,94.0,      94, 100.0,   0.0,  97.9,   2.1,   0.0,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
Needham: Sunita L. Williams Elementary,01990035,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      71,      73,      72,      73,      59,      81,       0,       0,       0,       0,       0,       0,       0,       0,     429,      47,  11.0,      22,   5.1,      46,  10.7,      89,  20.7, , ,   1.6,   7.9,   7.7,  77.2,   0.2,   0.0,   5.4,  45.9,  54.1,      76,19.6,        426,27.2,100.0,     123,100.0,  15.8 to 1,"     $31,164,917","  $87,175",    357.5,42.0,      42, 100.0,-,-,-,-,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
Needham: William Mitchell,01990040,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District,       0,      74,      88,      79,      87,      88,      82,       0,       0,       0,       0,       0,       0,       0,       0,     498,      23,   4.6,       3,   0.6,      44,   8.8,      61,  12.2, , ,   1.2,   6.0,   3.0,  87.1,   0.2,   0.0,   2.4,  47.8,  52.2,      84,21.0,        496,25.9,100.0,     127,100.0,  19.3 to 1,"     $31,164,917","  $87,175",    357.5,42.0,      41,  97.6,   2.4,  92.7,   4.9,   0.0,"          $78,306,270.54","           5,528.4","              $14,164.36","          $84,240,441.96","           5,608.6","              $15,019.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
Neighborhood House Charter (District): Neighborhood House Charter School,04440205,Charter School,Dorchester,MA,02122,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Neighborhood House Charter (District),04440000,Charter District,      41,      40,      40,      40,      43,      40,      41,      36,      37,      41,       0,       0,       0,       0,       0,     399,      48,  12.0,      23,   5.8,      54,  13.5,     280,  70.2, , ,  52.4,   3.8,  19.5,  18.5,   1.0,   0.0,   4.8,  51.9,  48.1,     102,26.0,        398,32.4,69.1,     118,100.0,  12.3 to 1,,,,42.0,      34,  81.0,   8.8,  67.6,  23.5,   0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
New Bedford: Abraham Lincoln,02010095,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,     157,     148,     153,     128,     123,      92,       0,       0,       0,       0,       0,       0,       0,       0,     801,     131,  16.4,       0,   0.0,     141,  17.6,     681,  85.0, , ,   8.5,   1.0,  29.3,  53.4,   0.4,   0.2,   7.1,  51.9,  48.1,     138,22.4,        754,38.2,100.0,     235,83.0,  21.0 to 1,"     $59,242,663","  $72,397",    818.3,51.0,      49,  96.1,  16.3,  81.6,   2.0,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
New Bedford: Alfred J Gomes,02010063,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,     153,     119,      69,      64,     105,     105,      73,       0,       0,       0,       0,       0,       0,       0,       0,     688,     300,  43.6,     123,  17.9,     194,  28.2,     630,  91.6, , ,  13.7,   0.3,  54.9,  25.6,   0.4,   0.0,   5.1,  51.2,  48.8,     114,22.5,        758,36.8,100.0,     187,92.0,  18.7 to 1,"     $59,242,663","  $72,397",    818.3,49.0,      44,  89.8,  18.2,  72.7,   9.1,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
New Bedford: Betsey B Winslow,02010140,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      43,      53,      48,      51,      43,      41,       0,       0,       0,       0,       0,       0,       0,       0,     279,      25,   9.0,      15,   5.4,      30,  10.8,     151,  54.1, , ,   7.2,   5.0,  10.4,  69.9,   0.7,   0.0,   6.8,  47.3,  52.7,      62,21.5,        282,15.8,100.0,      90,94.4,  17.6 to 1,"     $59,242,663","  $72,397",    818.3,21.0,      19,  90.5,  15.8,  84.2,   0.0,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
New Bedford: Carlos Pacheco,02010105,Public School,New Bedford,MA,02746,"PK,K,01,02,03,04,05,06",New Bedford,02010000,Public School District,      54,      65,      68,      53,      65,      38,      41,       0,       0,       0,       0,       0,       0,       0,       0,     384,      89,  23.2,       0,   0.0,      73,  19.0,     353,  91.9, , ,  13.8,   0.3,  46.4,  31.5,   1.3,   0.3,   6.5,  51.3,  48.7,      84,19.9,        376,23.2,100.0,     133,100.0,  16.6 to 1,"     $59,242,663","  $72,397",    818.3,29.0,      28,  96.6,   3.6,  85.7,  10.7,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
New Bedford: Casimir Pulaski,02010123,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      91,      85,      95,     112,     103,     100,      78,       0,       0,       0,       0,       0,       0,       0,       0,     664,      37,   5.6,       0,   0.0,     213,  32.1,     415,  62.5, , ,   6.2,   0.6,  12.2,  72.3,   0.2,   0.2,   8.4,  55.1,  44.9,     161,19.1,        716,43.0,100.0,     256,88.3,  15.4 to 1,"     $59,242,663","  $72,397",    818.3,52.0,      52, 100.0,   5.8,  76.9,  13.5,   3.8,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
New Bedford: Charles S Ashley,02010010,Public School,New Bedford,MA,02745,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      56,      58,      59,      67,      69,      51,       0,       0,       0,       0,       0,       0,       0,       0,     360,      38,  10.6,       0,   0.0,      75,  20.8,     262,  72.8, , ,   4.2,   0.6,  19.7,  70.0,   0.3,   0.0,   5.3,  57.8,  42.2,      76,20.4,        362,18.4,100.0,     122,95.9,  19.6 to 1,"     $59,242,663","  $72,397",    818.3,23.0,      21,  91.3,   4.8,  90.5,   4.8,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
New Bedford: Elizabeth Carter Brooks,02010015,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District,      62,      45,      49,      39,      49,      52,      36,       0,       0,       0,       0,       0,       0,       0,       0,     332,      43,  13.0,       0,   0.0,      44,  13.3,     230,  69.3, , ,   9.0,   1.2,  32.2,  51.2,   0.3,   0.3,   5.7,  53.0,  47.0,      58,20.0,        319,15.9,100.0,      94,89.4,  20.9 to 1,"     $59,242,663","  $72,397",    818.3,23.0,      21,  91.3,-,-,-,-,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
New Bedford: Ellen R Hathaway,02010075,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      48,      46,      43,      45,      61,      33,       0,       0,       0,       0,       0,       0,       0,       0,     276,     141,  51.1,     129,  46.7,      52,  18.8,     238,  86.2, , ,  10.9,   0.7,  50.7,  31.2,   0.4,   0.0,   6.2,  54.3,  45.7,      62,18.6,        284,16.7,100.0,     102,85.3,  16.5 to 1,"     $59,242,663","  $72,397",    818.3,20.0,      20, 100.0,   0.0,  80.0,  20.0,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
New Bedford: Elwyn G Campbell,02010020,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      44,      35,      50,      36,      25,      44,      26,       0,       0,       0,       0,       0,       0,       0,       0,     260,      40,  15.4,       0,   0.0,      56,  21.5,     197,  75.8, , ,   3.8,   0.4,  36.5,  54.2,   0.0,   0.0,   5.0,  52.3,  47.7,      47,20.0,        256,15.8,100.0,      89,94.4,  16.5 to 1,"     $59,242,663","  $72,397",    818.3,21.0,      21, 100.0,   0.0,  90.5,   9.5,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
New Bedford: Hayden/McFadden,02010078,Public School,New Bedford,MA,02746,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      48,     105,     106,     107,     108,      86,      79,       0,       0,       0,       0,       0,       0,       0,       0,     639,     192,  30.0,       1,   0.2,     199,  31.1,     607,  95.0, , ,  11.3,   0.2,  45.9,  35.7,   0.8,   0.3,   5.9,  52.0,  48.0,     172,17.8,        656,41.1,100.0,     235,95.7,  15.6 to 1,"     $59,242,663","  $72,397",    818.3,56.0,      52,  92.9,   0.0,  94.2,   5.8,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
New Bedford: Irwin M. Jacobs Elementary School,02010070,Public School,New Bedford,MA,02744,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,       0,      57,      48,      43,      45,      41,       0,       0,       0,       0,       0,       0,       0,       0,     234,      71,  30.3,       0,   0.0,      45,  19.2,     220,  94.0, , ,  11.5,   0.0,  46.6,  36.3,   0.0,   0.4,   5.1,  54.3,  45.7,      43,20.6,        214,11.8,100.0,      73,93.2,  19.8 to 1,"     $59,242,663","  $72,397",    818.3,21.0,      17,  81.0,  29.4,  58.8,   0.0,  11.8,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
New Bedford: James B Congdon,02010040,Public School,New Bedford,MA,02740,"K,01,02,03,04,05,06",New Bedford,02010000,Public School District,       0,      77,      66,      64,      44,      38,      30,       0,       0,       0,       0,       0,       0,       0,       0,     319,      85,  26.6,      57,  17.9,      50,  15.7,     285,  89.3, , ,   9.4,   0.0,  34.5,  49.2,   0.0,   0.0,   6.9,  48.9,  51.1,      72,21.7,        330,18.0,100.0,     104,95.2,  17.8 to 1,"     $59,242,663","  $72,397",    818.3,23.0,      22,  95.7,  13.6,  86.4,   0.0,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
New Bedford: Jireh Swift,02010130,Public School,New Bedford,MA,02745,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      51,      37,      51,      36,      41,      29,       0,       0,       0,       0,       0,       0,       0,       0,     245,      20,   8.2,       0,   0.0,      29,  11.8,     139,  56.7, , ,   4.1,   1.2,  13.1,  78.0,   0.0,   0.4,   3.3,  50.6,  49.4,      62,19.3,        243,14.3,100.0,      90,94.4,  17.2 to 1,"     $59,242,663","  $72,397",    818.3,21.0,      21, 100.0,   9.5,  81.0,   9.5,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
New Bedford: John Avery Parker,02010115,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      13,      52,      59,      46,      50,      37,      35,       0,       0,       0,       0,       0,       0,       0,       0,     292,      48,  16.4,       0,   0.0,      80,  27.4,     264,  90.4, , ,  14.4,   0.0,  38.0,  40.1,   0.0,   0.0,   7.5,  54.5,  45.5,      80,18.0,        297,19.0,100.0,     105,92.4,  15.4 to 1,"     $59,242,663","  $72,397",    818.3,26.0,      26, 100.0,   0.0,  65.4,  30.8,   3.8,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
New Bedford: John B Devalles,02010050,Public School,New Bedford,MA,02744,"K,01,02,03,04,05",New Bedford,02010000,Public School District,       0,      60,      76,      63,      47,      64,      69,       0,       0,       0,       0,       0,       0,       0,       0,     379,      78,  20.6,       1,   0.3,      69,  18.2,     337,  88.9, , ,  10.8,   0.3,  35.9,  45.6,   0.8,   0.0,   6.6,  49.3,  50.7,      88,19.9,        381,18.9,100.0,     145,93.1,  20.0 to 1,"     $59,242,663","  $72,397",    818.3,26.0,      23,  88.5,   0.0,  56.5,  43.5,   0.0,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
New Bedford: Keith Middle School,02010405,Public School,New Bedford,MA,02740,"06,07,08",New Bedford,02010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     291,     288,     264,       0,       0,       0,       0,       0,     843,     201,  23.8,      72,   8.5,     183,  21.7,     686,  81.4, , ,  16.4,   1.2,  34.5,  42.0,   1.1,   0.2,   4.6,  50.9,  49.1,     422,19.2,        910,65.7,98.5,     298,89.9,  12.8 to 1,"     $59,242,663","  $72,397",    818.3,83.0,      72,  86.7,   4.2,  87.5,   6.9,   1.4,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
New Bedford: New Bedford High,02010505,Public School,New Bedford,MA,02740,"09,10,11,12",New Bedford,02010000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     869,     553,     604,     400,       0,"   2,426",     634,  26.1,     212,   8.7,     459,  18.9,"   1,829",  75.4, , ,  14.8,   0.8,  31.1,  45.0,   0.8,   0.9,   6.5,  54.9,  45.1,"   1,254",17.3,"      2,476",168.9,96.6,     825,92.5,  14.4 to 1,"     $59,242,663","  $72,397",    818.3,202.0,     154,  76.2,   1.3,  86.4,   5.2,   7.1,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",505.0,66.1,9.1,9.5,1.4,13.9,0.0,"   2,426",85.0,3.5,,,,,,,,,,,355.0,86.0,24.2,201.0,     317,113.0,63.0,23.0,1.0,1.0,91.0,102.0,72.0,39.0,13.0,60.9,39.1,213.0,439.0,441.0,2.0
New Bedford: Normandin Middle School,02010410,Public School,New Bedford,MA,02745,"06,07,08",New Bedford,02010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     368,     360,     318,       0,       0,       0,       0,       0,"   1,046",     193,  18.5,       2,   0.2,     228,  21.8,     769,  73.5, , ,   7.6,   0.9,  26.4,  59.5,   0.7,   0.8,   4.2,  50.7,  49.3,     488,16.3,"      1,024",74.7,98.7,     408,87.0,  14.0 to 1,"     $59,242,663","  $72,397",    818.3,98.0,      84,  85.7,   7.1,  89.3,   1.2,   2.4,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
New Bedford: Renaissance Community Innovation School,02010124,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      23,      50,      53,      50,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     176,      62,  35.2,      16,   9.1,      38,  21.6,     165,  93.8, , ,  23.3,   0.0,  54.5,  18.8,   0.0,   0.6,   2.8,  54.0,  46.0,      26,23.2,        169,9.4,100.0,      44,100.0,  18.7 to 1,"     $59,242,663","  $72,397",    818.3,14.0,      12,  85.7,   8.3,  75.0,   8.3,   8.3,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Roosevelt Middle School,02010415,Public School,New Bedford,MA,02744,"06,07,08",New Bedford,02010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     265,     223,     244,       0,       0,       0,       0,       0,     732,     256,  35.0,      66,   9.0,     167,  22.8,     645,  88.1, , ,  11.2,   0.4,  38.1,  45.6,   0.1,   1.0,   3.6,  53.4,  46.6,     375,19.4,        761,54.5,100.0,     239,95.0,  13.4 to 1,"     $59,242,663","  $72,397",    818.3,70.0,      64,  91.4,   0.0,  89.1,   9.4,   1.6,"         $160,167,396.00","          12,679.5","              $12,632.00","         $173,166,826.00","          13,537.3","              $12,791.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
