School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Ipswich: Ipswich Middle School,01440305,Public School,Ipswich,MA,01938,"06,07,08",Ipswich,01440000,Public School District,       0,       0,       0,       0,       0,       0,       0,     164,     165,     158,       0,       0,       0,       0,       0,     487,      12,   2.5,       4,   0.8,      70,  14.4,     104,  21.4,      45,   9.2,   0.4,   1.6,   3.3,  91.0,   0.0,   0.0,   3.7,  48.7,  51.3,     227,22.5,        488,42.0,100.0,     159,100.0,  11.6 to 1,"     $10,884,303","  $68,584",    159.0,53.0,53.0,100.0,  17.0,  81.1,   0.0,   1.9,"          $26,853,758.00","           1,803.5","              $14,889.80","          $29,015,529.00","           1,862.9","              $15,575.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
Ipswich: Paul F Doyon Memorial,01440007,Public School,Ipswich,MA,01938,"PK,K,01,02,03,04,05",Ipswich,01440000,Public School District,      20,      66,      60,      66,      61,      71,      68,       0,       0,       0,       0,       0,       0,       0,       0,     412,      11,   2.7,       9,   2.2,      58,  14.1,     107,  26.0,      48,  11.7,   1.5,   2.4,   4.4,  88.6,   0.0,   0.0,   3.2,  48.8,  51.2,     174,19.7,        419,32.2,100.0,     169,100.0,  12.8 to 1,"     $10,884,303","  $68,584",    159.0,42.0,42.0,100.0,  42.9,  57.1,   0.0,   0.0,"          $26,853,758.00","           1,803.5","              $14,889.80","          $29,015,529.00","           1,862.9","              $15,575.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
Ipswich: Winthrop,01440015,Public School,Ipswich,MA,01938,"PK,K,01,02,03,04,05",Ipswich,01440000,Public School District,      23,      63,      51,      61,      64,      75,      70,       0,       0,       0,       0,       0,       0,       0,       0,     407,      16,   3.9,      14,   3.4,      51,  12.5,     116,  28.5,      74,  18.2,   2.7,   1.2,   6.6,  83.3,   0.2,   0.0,   5.9,  51.4,  48.6,     192,19.0,        407,35.6,100.0,     184,100.0,  11.4 to 1,"     $10,884,303","  $68,584",    159.0,44.0,44.0,100.0,  31.8,  68.2,   0.0,   0.0,"          $26,853,758.00","           1,803.5","              $14,889.80","          $29,015,529.00","           1,862.9","              $15,575.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
KIPP Academy Boston Charter School (District): KIPP Academy Boston Charter School,04630205,Charter School,Mattapan,MA,02126,"K,01,02,03,04,05,06,07,08",KIPP Academy Boston Charter School (District),04630000,Charter District,       0,      71,      76,       0,       0,       0,      70,      73,      69,      69,       0,       0,       0,       0,       0,     428,     213,  49.8,     114,  26.6,      82,  19.2,     334,  78.0,     243,  56.8,  66.4,   0.2,  31.8,   0.7,   0.0,   0.0,   0.9,  54.9,  45.1,      56,41.1,        429,38.3,47.7,      51,88.2,  11.2 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
KIPP Academy Lynn Charter (District): KIPP Academy Lynn Charter School,04290010,Charter School,Lynn,MA,01902,"K,01,02,03,04,05,06,07,08,09,10,11,12",KIPP Academy Lynn Charter (District),04290000,Charter District,       0,     122,       0,       0,       0,       0,     124,     124,     120,     120,     130,     121,     100,      76,       0,"   1,037",     619,  59.7,     247,  23.8,     125,  12.1,     688,  66.3,     453,  43.7,  25.1,   2.5,  61.8,   8.0,   0.0,   0.0,   2.6,  48.7,  51.3,     291,22.1,"      1,018",87.6,59.7,     222,80.2,  11.8 to 1,,,,,,,,,,,,,,,,,        77,88.3,7.8,0.0,1.3,2.6,0.0,     427,11.0,2.6,68.0,53.0,77.9,0.0,52.8,7.5,39.6,7.5,26.4,11.3,68.0,66.0,97.1,     143,     212,92.0,34.0,16.0,1.0,0.0,50.0,75.0,48.0,27.0,12.0,59.0,41.0,3.0,,,88.0
King Philip: King Philip Middle School,06900510,Public School,Norfolk,MA,02056,"07,08",King Philip,06900000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     372,     423,       0,       0,       0,       0,       0,     795,       4,   0.5,       1,   0.1,     114,  14.3,     172,  21.6,      68,   8.6,   1.3,   1.6,   3.0,  92.2,   0.0,   0.1,   1.8,  51.6,  48.4,     388,20.2,        801,47.5,100.0,     301,100.0,  16.7 to 1,"      $9,334,179","  $72,079",    130.0,59.0,59.0,100.0,  25.4,  69.5,   3.4,   1.7,"          $26,822,293.00","           2,131.7","              $12,582.58","          $31,681,111.00","           2,208.9","              $14,342.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
King Philip: King Philip Regional High,06900505,Public School,Wrentham,MA,02093,"09,10,11,12",King Philip,06900000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     306,     331,     326,     359,      13,"   1,335",      36,   2.7,       4,   0.3,     136,  10.2,     207,  15.5,      84,   6.3,   1.3,   1.6,   1.1,  94.4,   0.2,   0.0,   1.3,  52.0,  48.0,     505,19.1,"      1,346",81.0,100.0,     348,100.0,  16.5 to 1,"      $9,334,179","  $72,079",    130.0,101.0,100.0,99.0,   5.0,  82.0,  10.0,   3.0,"          $26,822,293.00","           2,131.7","              $12,582.58","          $31,681,111.00","           2,208.9","              $14,342.48",       368,95.9,2.2,0.5,0.3,1.1,0.0,"   1,322",4.0,0.3,356.0,324.0,91.0,0.0,44.8,5.9,49.4,5.2,12.7,15.1,356.0,356.0,100.0,     398,     705,214.0,93.0,66.0,19.0,6.0,27.0,113.0,214.0,197.0,154.0,19.9,80.1,332.0,551.0,544.0,77.0
Kingston: Kingston Elementary,01450005,Public School,Kingston,MA,02364,"PK,K,01,02",Kingston,01450000,Public School District,       0,     162,     147,     142,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     451,      11,   2.4,      10,   2.2,      50,  11.1,     130,  28.8,      87,  19.3,   0.9,   0.2,   1.8,  96.2,   0.4,   0.0,   0.4,  50.8,  49.2,     157,20.6,        451,28.2,100.0,     136,100.0,  16.0 to 1,"      $4,609,806","  $72,141",     64.0,37.0,37.0,100.0,  10.8,  83.8,   5.4,   0.0,"          $10,866,173.00","           1,064.0","              $10,212.57","          $14,834,658.00","           1,114.5","              $13,310.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston: Kingston Intermediate,01450020,Public School,Kingston,MA,02364,"03,04,05,06",Kingston,01450000,Public School District,       0,       0,       0,       0,     148,     137,     155,     173,       0,       0,       0,       0,       0,       0,       0,     613,       8,   1.3,       3,   0.5,      97,  15.8,     173,  28.2,     100,  16.3,   1.8,   1.0,   2.4,  93.6,   0.2,   0.0,   1.0,  52.5,  47.5,     249,20.6,        611,35.7,100.0,     183,100.0,  17.2 to 1,"      $4,609,806","  $72,141",     64.0,46.0,46.0,100.0,-,-,-,-,"          $10,866,173.00","           1,064.0","              $10,212.57","          $14,834,658.00","           1,114.5","              $13,310.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
Lawrence: Alexander B Bruce,01490015,Public School,Lawrence,MA,01841,"03,04,05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,      78,      86,     104,      78,      89,      93,       0,       0,       0,       0,       0,     528,     405,  76.7,     176,  33.3,      95,  18.0,     446,  84.5,     359,  68.0,   1.3,   1.9,  91.9,   4.9,   0.0,   0.0,   0.0,  50.9,  49.1,     174,22.5,        531,41.0,100.0,     167,71.9,  12.9 to 1,"     $72,982,375","  $68,851","  1,060.0",54.0,54.0,100.0,  16.7,  75.9,   7.4,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
Lawrence: Arlington Elementary,01490009,Public School,Lawrence,MA,01841,"PK,K,01,02,03,04",Lawrence,01490000,Public School District,       0,     105,     128,     127,     130,     119,       0,       0,       0,       0,       0,       0,       0,       0,       0,     609,     445,  73.1,     294,  48.3,      65,  10.7,     547,  89.8,     428,  70.3,   0.7,   0.0,  97.4,   2.0,   0.0,   0.0,   0.0,  50.4,  49.6,     100,24.2,        600,66.0,83.3,     171,91.2,   9.2 to 1,"     $72,982,375","  $68,851","  1,060.0",78.0,77.0,98.7,  22.1,  46.8,  31.2,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
Lawrence: Arlington Middle School,01490017,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     126,     148,     135,     140,       0,       0,       0,       0,       0,     549,     457,  83.2,     201,  36.6,      72,  13.1,     472,  86.0,     359,  65.4,   1.3,   0.0,  96.9,   1.8,   0.0,   0.0,   0.0,  50.3,  49.7,     239,23.2,        572,40.1,95.0,     215,81.4,  13.7 to 1,"     $72,982,375","  $68,851","  1,060.0",51.0,50.0,98.0,  44.0,  46.0,  10.0,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
Lawrence: Edward F. Parthum,01490053,Public School,Lawrence,MA,01841,"K,01,02,03,04",Lawrence,01490000,Public School District,       0,      68,     131,     129,     142,     112,       0,       0,       0,       0,       0,       0,       0,       0,       0,     582,     295,  50.7,     187,  32.1,      70,  12.0,     463,  79.6,     367,  63.1,   1.0,   0.9,  88.7,   8.1,   0.2,   0.0,   1.2,  49.5,  50.5,     140,21.5,        615,44.2,93.2,     223,89.2,  13.2 to 1,"     $72,982,375","  $68,851","  1,060.0",58.0,56.0,96.6,  10.7,  87.5,   1.8,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Lawrence: Emily G Wetherbee,01490080,Public School,Lawrence,MA,01843,"K,01,02,03,04,05,06,07,08",Lawrence,01490000,Public School District,       0,      61,      74,      83,      86,      73,      82,      80,      86,      76,       0,       0,       0,       0,       0,     701,     439,  62.6,     177,  25.2,     128,  18.3,     564,  80.5,     453,  64.6,   0.4,   3.4,  90.4,   5.0,   0.0,   0.0,   0.7,  50.1,  49.9,     194,23.9,        746,48.0,97.9,     224,94.2,  14.6 to 1,"     $72,982,375","  $68,851","  1,060.0",63.0,62.0,98.4,  25.8,  62.9,   9.7,   1.6,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
Lawrence: Francis M Leahy,01490040,Public School,Lawrence,MA,01840,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,      84,      96,      95,      69,      63,      93,       0,       0,       0,       0,       0,       0,       0,       0,     500,     347,  69.4,     199,  39.8,      58,  11.6,     446,  89.2,     338,  67.6,   0.8,   0.0,  96.6,   2.6,   0.0,   0.0,   0.0,  52.0,  48.0,     107,23.4,        525,36.0,97.2,     164,73.2,  13.9 to 1,"     $72,982,375","  $68,851","  1,060.0",46.0,45.0,97.8,  26.7,  62.2,  11.1,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
Lawrence: Frost Middle School,01490525,Public School,Lawrence,MA,01843,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     115,     126,     129,     126,       0,       0,       0,       0,       0,     496,     243,  49.0,      47,   9.5,      77,  15.5,     312,  62.9,     256,  51.6,   2.2,   3.6,  82.5,  10.9,   0.0,   0.0,   0.8,  52.2,  47.8,     228,24.2,        500,33.0,93.9,     171,56.7,  15.0 to 1,"     $72,982,375","  $68,851","  1,060.0",45.0,45.0,100.0,  60.0,  37.8,   2.2,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
Lawrence: Gerard A. Guilmette,01490022,Public School,Lawrence,MA,01841,"01,02,03,04",Lawrence,01490000,Public School District,       0,       0,     144,     144,     122,     133,       0,       0,       0,       0,       0,       0,       0,       0,       0,     543,     361,  66.5,     197,  36.3,      72,  13.3,     460,  84.7,     370,  68.1,   1.5,   0.7,  93.4,   3.7,   0.2,   0.0,   0.6,  49.2,  50.8,     141,23.3,        551,39.5,97.5,     154,100.0,  13.7 to 1,"     $72,982,375","  $68,851","  1,060.0",54.0,48.0,88.9,  31.3,  58.3,  10.4,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Lawrence: Guilmette Middle School,01490025,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     133,     139,     124,     125,       0,       0,       0,       0,       0,     521,     400,  76.8,      81,  15.5,     105,  20.2,     417,  80.0,     343,  65.8,   1.9,   1.5,  92.7,   3.5,   0.0,   0.0,   0.4,  50.7,  49.3,     395,13.2,        520,42.6,90.6,     276,89.1,  12.2 to 1,"     $72,982,375","  $68,851","  1,060.0",57.0,56.0,98.2,  26.8,  60.7,  12.5,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Lawrence: High School Learning Center,01490536,Public School,Lawrence,MA,01843,"09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       8,      24,      50,      64,       0,     146,     113,  77.4,      39,  26.7,      20,  13.7,     107,  73.3,      71,  48.6,   1.4,   0.0,  95.2,   3.4,   0.0,   0.0,   0.0,  65.1,  34.9,     165,8.9,        162,20.0,100.0,     141,80.1,   7.3 to 1,"     $72,982,375","  $68,851","  1,060.0",29.0,28.0,96.6,  28.6,  67.9,   3.6,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",       136,40.4,27.9,12.5,1.5,17.6,0.0,     146,24.0,16.4,71.0,12.0,16.9,0.0,0.0,91.7,8.3,91.7,0.0,0.0,71.0,71.0,100.0,,,,,,,,,,,,,,,,,,
Lawrence: James F Hennessey,01490020,Public School,Lawrence,MA,01841,"PK,K,01,02",Lawrence,01490000,Public School District,     107,      89,      97,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     387,     270,  69.8,     196,  50.6,      78,  20.2,     352,  91.0,     264,  68.2,   1.6,   1.3,  93.0,   3.9,   0.0,   0.0,   0.3,  58.1,  41.9,      31,19.9,        428,26.0,96.2,      79,89.9,  14.9 to 1,"     $72,982,375","  $68,851","  1,060.0",34.0,34.0,100.0,  35.3,  61.8,   2.9,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: John Breen School,01490003,Public School,Lawrence,MA,01843,"PK,K",Lawrence,01490000,Public School District,     206,     121,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     327,     197,  60.2,     108,  33.0,      63,  19.3,     263,  80.4,     214,  65.4,   1.2,   2.1,  85.9,  10.4,   0.0,   0.0,   0.3,  57.5,  42.5,      26,13.8,        357,17.2,100.0,      50,100.0,  19.0 to 1,"     $72,982,375","  $68,851","  1,060.0",25.0,25.0,100.0,  32.0,  64.0,   4.0,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: John K Tarbox,01490075,Public School,Lawrence,MA,01841,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,      77,      73,      77,      61,      53,       0,       0,       0,       0,       0,       0,       0,       0,     341,     229,  67.2,     137,  40.2,      35,  10.3,     302,  88.6,     254,  74.5,   0.9,   0.0,  96.8,   2.1,   0.0,   0.0,   0.3,  48.7,  51.3,      74,20.8,        338,23.0,87.0,     107,77.6,  14.8 to 1,"     $72,982,375","  $68,851","  1,060.0",31.0,30.0,96.8,  16.7,  70.0,  10.0,   3.3,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
Lawrence: Lawlor Early Childhood Center,01490002,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,       0,     151,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     151,      98,  64.9,      45,  29.8,      15,   9.9,     129,  85.4,     106,  70.2,   2.0,   0.0,  90.1,   6.6,   0.0,   0.7,   0.7,  43.0,  57.0,       8,20.3,        162,10.0,100.0,      40,100.0,  15.1 to 1,"     $72,982,375","  $68,851","  1,060.0",17.0,17.0,100.0,  58.8,  35.3,   5.9,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Lawrence Family Public Academy,01490011,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,      51,     141,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     192,     123,  64.1,      58,  30.2,      21,  10.9,     154,  80.2,     127,  66.1,   2.6,   1.0,  93.2,   3.1,   0.0,   0.0,   0.0,  48.4,  51.6,      38,18.6,        199,14.0,100.0,      72,93.1,  13.7 to 1,"     $72,982,375","  $68,851","  1,060.0",23.0,23.0,100.0,  13.0,  82.6,   4.3,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Lawrence High School,01490515,Public School,Lawrence,MA,01843,"09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     753,       0,       0,       0,       0,     753,     605,  80.3,     223,  29.6,     125,  16.6,     604,  80.2,     478,  63.5,   1.6,   1.6,  93.0,   3.3,   0.1,   0.0,   0.4,  51.9,  48.1,     244,18.8,        785,66.2,80.4,     219,79.5,  11.4 to 1,"     $72,982,375","  $68,851","  1,060.0",100.0,77.0,77.0,   6.5,  74.0,  19.5,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,     753,2.0,0.3,47.0,12.0,25.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,47.0,47.0,100.0,,,,,,,,,,,,,,,,,,
Lawrence: Leonard Middle School,01490090,Public School,Lawrence,MA,01841,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     105,     120,     127,       0,       0,       0,       0,       0,     352,     287,  81.5,     117,  33.2,      61,  17.3,     295,  83.8,     230,  65.3,   1.1,   0.0,  96.3,   2.6,   0.0,   0.0,   0.0,  49.7,  50.3,      85,25.0,        356,27.0,81.5,      74,74.3,  13.0 to 1,"     $72,982,375","  $68,851","  1,060.0",38.0,37.0,97.4,   8.1,  83.8,   5.4,   2.7,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
Lawrence: Oliver Elementary School,01490048,Public School,Lawrence,MA,01840,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,     104,      97,     100,     112,     104,       0,       0,       0,       0,       0,       0,       0,       0,     517,     339,  65.6,     210,  40.6,      72,  13.9,     436,  84.3,     332,  64.2,   1.0,   0.4,  94.6,   3.9,   0.0,   0.0,   0.2,  52.4,  47.6,     120,25.4,        509,32.0,100.0,     180,77.8,  16.2 to 1,"     $72,982,375","  $68,851","  1,060.0",45.0,44.0,97.8,  20.5,  68.2,  11.4,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Lawrence: Oliver Middle School,01490049,Public School,Lawrence,MA,01840,"06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,       0,     119,      93,     127,       0,       0,       0,       0,       0,     339,     271,  79.9,     113,  33.3,      64,  18.9,     282,  83.2,     221,  65.2,   1.8,   0.3,  95.6,   2.1,   0.3,   0.0,   0.0,  53.4,  46.6,      77,24.0,        334,29.0,82.8,      65,96.9,  11.7 to 1,"     $72,982,375","  $68,851","  1,060.0",39.0,32.0,82.1,  18.8,  75.0,   6.3,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
Lawrence: Parthum Middle School,01490027,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     134,     152,     126,     135,       0,       0,       0,       0,       0,     547,     354,  64.7,     117,  21.4,      84,  15.4,     417,  76.2,     316,  57.8,   2.0,   0.2,  91.2,   6.2,   0.0,   0.0,   0.4,  56.3,  43.7,     296,22.4,        562,36.5,94.5,     224,51.8,  15.0 to 1,"     $72,982,375","  $68,851","  1,060.0",50.0,48.0,96.0,  16.7,  77.1,   2.1,   4.2,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
Lawrence: RISE Academy,01490615,Public School,Lawrence,MA,01841,"06,07,08,09,10,11,12",Lawrence,01490000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $72,982,375","  $68,851","  1,060.0",,,,,,,,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Robert Frost,01490018,Public School,Lawrence,MA,01843,"K,01,02,03,04",Lawrence,01490000,Public School District,       0,      90,     116,     121,     143,     121,       0,       0,       0,       0,       0,       0,       0,       0,       0,     591,     268,  45.3,     131,  22.2,      58,   9.8,     416,  70.4,     333,  56.3,   2.5,   4.1,  79.7,  11.8,   0.0,   0.0,   1.9,  50.1,  49.9,     148,23.1,        597,38.9,100.0,     216,84.7,  15.2 to 1,"     $72,982,375","  $68,851","  1,060.0",50.0,49.0,98.0,   8.2,  81.6,  10.2,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Lawrence: Rollins Early Childhood Center,01490001,Public School,Lawrence,MA,01841,"PK,K",Lawrence,01490000,Public School District,      90,      99,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     189,     108,  57.1,      80,  42.3,      73,  38.6,     167,  88.4,     121,  64.0,   2.1,   1.1,  87.8,   9.0,   0.0,   0.0,   0.0,  60.3,  39.7,      17,12.9,        220,14.0,92.9,      61,91.8,  13.5 to 1,"     $72,982,375","  $68,851","  1,060.0",23.0,23.0,100.0,  17.4,  78.3,   4.3,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: School for Exceptional Studies,01490537,Public School,Lawrence,MA,01841,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Lawrence,01490000,Public School District,       0,       0,       9,       7,      16,      11,      18,      17,      22,      11,      21,      23,      22,      20,       5,     202,     123,  60.9,      28,  13.9,     196,  97.0,     201,  99.5,     113,  55.9,   2.0,   0.5,  83.7,  13.4,   0.0,   0.0,   0.5,  78.7,  21.3,     249,5.8,        201,33.3,94.0,     208,91.8,   6.1 to 1,"     $72,982,375","  $68,851","  1,060.0",51.0,45.0,88.2,  37.8,  55.6,   2.2,   4.4,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",        25,20.0,48.0,4.0,0.0,28.0,0.0,      86,7.0,8.1,8.0,,,,,,,,,,8.0,8.0,100.0,,,,,,,,,,,,,,,,,,5.0
Lawrence: South Lawrence East Elementary School,01490004,Public School,Lawrence,MA,01843,"01,02,03,04,05",Lawrence,01490000,Public School District,       0,       0,     145,     143,     136,     133,     145,       0,       0,       0,       0,       0,       0,       0,       0,     702,     469,  66.8,     288,  41.0,     141,  20.1,     613,  87.3,     499,  71.1,   1.7,   3.0,  89.3,   5.6,   0.0,   0.0,   0.4,  52.7,  47.3,     210,21.4,        714,47.9,91.7,     269,82.9,  14.6 to 1,"     $72,982,375","  $68,851","  1,060.0",63.0,59.0,93.7,  18.6,  64.4,  16.9,   0.0,"         $201,646,690.00","          13,646.1","              $14,776.87","         $232,912,610.00","          15,396.7","              $15,127.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
