School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Holyoke: Maurice A Donahue Elementary,01370060,Public School,Holyoke,MA,01040,"PK,K,01,02,03,04,05",Holyoke,01370000,Public School District,       0,      49,      57,      39,      53,      49,      50,      55,      49,      76,       0,       0,       0,       0,0.0,     477,     272,  57.0,     109,  22.9,     137,  28.7, , , , ,   3.1,   1.9,  80.7,  14.0,   0.0,   0.0,   0.2,  53.9,  46.1,43.4,95.4,172.0,97.1,  11.0 to 1,"     $34,146,410","  $63,993",    533.6,"          $88,647,791.79","           5,756.7","              $15,399.06","         $103,431,471.89","           6,594.2","              $15,685.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holyoke: Morgan Full Service Community School,01370025,Public School,Holyoke,MA,01040,"PK,K,01,02,03,04,05",Holyoke,01370000,Public School District,       0,      40,      45,      39,      60,      47,      56,      40,      59,      56,       0,       0,       0,       0,0.0,     442,     272,  61.5,     195,  44.1,     118,  26.7, , , , ,   5.7,   0.7,  88.7,   5.0,   0.0,   0.0,   0.0,  52.7,  47.3,47.0,95.7,111.0,95.5,   9.4 to 1,"     $34,146,410","  $63,993",    533.6,"          $88,647,791.79","           5,756.7","              $15,399.06","         $103,431,471.89","           6,594.2","              $15,685.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holyoke: William R. Peck School,01370030,Public School,Holyoke,MA,01040,"04,05,06,07,08",Holyoke,01370000,Public School District,       0,      80,      59,      58,      48,      61,      63,      72,      82,      78,       0,       0,       0,       0,0.0,     601,     416,  69.2,     233,  38.8,     144,  24.0, , , , ,   5.7,   0.8,  88.9,   4.7,   0.0,   0.0,   0.0,  48.4,  51.6,59.7,93.8,187.0,94.1,  10.1 to 1,"     $34,146,410","  $63,993",    533.6,"          $88,647,791.79","           5,756.7","              $15,399.06","         $103,431,471.89","           6,594.2","              $15,685.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holyoke Community Charter (District): Holyoke Community Charter School,04530005,Charter School,Holyoke,MA,01040,"K,01,02,03,04,05,06,07,08",Holyoke Community Charter (District),04530000,Charter District,       0,      52,      85,     112,      89,     110,      78,      86,      48,      45,       0,       0,       0,       0,0.0,     705,     182,  25.8,      32,   4.5,      72,  10.2, , , , ,   2.6,   0.9,  85.5,  10.1,   0.0,   0.0,   1.0,  47.7,  52.3,45.0,64.4,139.0,86.3,  15.7 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoosac Valley Regional: Hoosac Valley Elementary School,06030020,Public School,Adams,MA,01220,"PK,K,01,02,03",Hoosac Valley Regional,06030000,Public School District,       0,      96,      78,      78,      88,      84,      92,      78,       0,       0,       0,       0,       0,       0,0.0,     594,       3,   0.5,       1,   0.2,     113,  19.0, , , , ,   4.0,   1.3,   2.4,  91.8,   0.5,   0.0,   0.0,  55.2,  44.8,39.5,94.9,181.0,94.5,  15.0 to 1,"      $6,659,375","  $64,342",    103.5,"          $17,558,484.13","           1,551.9","              $11,314.19","          $18,966,781.69","           1,655.7","              $11,455.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoosac Valley Regional: Hoosac Valley High School,06030505,Public School,Cheshire,MA,01225,"08,09,10,11,12",Hoosac Valley Regional,06030000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     125,     130,     112,     130,     104,      90,1.0,     692,       2,   0.3,       1,   0.1,      87,  12.6, , , , ,   1.7,   0.6,   0.7,  96.1,   0.4,   0.1,   0.3,  51.3,  48.7,46.5,93.1,219.0,90.9,  14.9 to 1,"      $6,659,375","  $64,342",    103.5,"          $17,558,484.13","           1,551.9","              $11,314.19","          $18,966,781.69","           1,655.7","              $11,455.45",       107,83.2,7.5,0.0,0.9,8.4,0.0,     436,22.0,5.0,,,,,,,,,,,93.0,17.0,18.3,53.0,      83,31.0,14.0,8.0,0.0,0.0,28.0,16.0,21.0,10.0,8.0,53.0,47.0,63.0,498.0,518.0
Hoosac Valley Regional: Hoosac Valley Middle School,06030315,Public School,Cheshire,MA,01225,"04,05,06,07",Hoosac Valley Regional,06030000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $6,659,375","  $64,342",    103.5,"          $17,558,484.13","           1,551.9","              $11,314.19","          $18,966,781.69","           1,655.7","              $11,455.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopedale: Hopedale Jr Sr High,01380505,Public School,Hopedale,MA,01747,"07,08,09,10,11,12",Hopedale,01380000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      96,      99,      94,      81,      82,      87,0.0,     539,      25,   4.6,       4,   0.7,      99,  18.4, , , , ,   1.5,   1.9,   3.3,  92.4,   0.2,   0.0,   0.7,  49.2,  50.8,39.9,97.5,138.0,100.0,  13.5 to 1,"      $5,287,582","  $63,937",     82.7,"          $11,982,716.22","           1,314.9","               $9,113.02","          $12,912,923.89","           1,375.2","               $9,389.85",        90,92.2,0.0,1.1,0.0,6.7,0.0,     344,8.0,2.3,,,,,,,,,,,83.0,83.0,100.0,56.0,      85,30.0,23.0,3.0,0.0,0.0,7.0,16.0,24.0,19.0,19.0,27.1,72.9,73.0,528.0,563.0
Hopedale: Memorial,01380010,Public School,Hopedale,MA,01747,"K,01,02,03,04,05,06",Hopedale,01380000,Public School District,       0,      91,      83,      86,      93,     100,      92,      93,       0,       0,       0,       0,       0,       0,0.0,     638,      35,   5.5,       5,   0.8,     102,  16.0, , , , ,   0.3,   2.0,   3.4,  92.3,   0.3,   0.0,   1.6,  50.0,  50.0,40.2,100.0,225.0,99.6,  15.9 to 1,"      $5,287,582","  $63,937",     82.7,"          $11,982,716.22","           1,314.9","               $9,113.02","          $12,912,923.89","           1,375.2","               $9,389.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopedale: Park Street School,01380003,Public School,Hopedale,MA,01747,PK,Hopedale,01380000,Public School District,     131,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     131,       4,   3.1,       0,   0.0,      14,  10.7, , , , ,   0.8,   1.5,   1.5,  96.2,   0.0,   0.0,   0.0,  64.1,  35.9,2.7,100.0,11.0,100.0,  48.5 to 1,"      $5,287,582","  $63,937",     82.7,"          $11,982,716.22","           1,314.9","               $9,113.02","          $12,912,923.89","           1,375.2","               $9,389.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Elmwood,01390010,Public School,Hopkinton,MA,01748,"02,03",Hopkinton,01390000,Public School District,       0,       0,       0,     253,     255,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     508,      11,   2.2,      10,   2.0,      79,  15.6, , , , ,   0.4,   3.9,   1.6,  91.7,   0.0,   0.0,   2.4,  50.8,  49.2,35.5,100.0,174.0,100.0,  14.3 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Hopkins Elementary School,01390015,Public School,Hopkinton,MA,01748,"04,05",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,     273,     254,       0,       0,       0,       0,       0,       0,       0,0.0,     527,       8,   1.5,       4,   0.8,      70,  13.3, , , , ,   0.6,   5.9,   1.3,  90.7,   0.8,   0.0,   0.8,  50.3,  49.7,35.8,100.0,171.0,100.0,  14.7 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Hopkinton High,01390505,Public School,Hopkinton,MA,01748,"09,10,11,12",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     247,     262,     252,     260,0.0,"   1,021",       6,   0.6,       1,   0.1,     102,  10.0, , , , ,   1.0,   1.6,   1.2,  95.6,   0.0,   0.2,   0.5,  50.0,  50.0,74.5,98.7,306.0,96.7,  13.7 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",       259,98.1,0.8,0.0,0.4,0.8,0.0,"   1,021",1.0,0.1,,,,,,,,,,,255.0,0.0,0.0,371.0,     730,180.0,80.0,65.0,35.0,11.0,32.0,70.0,163.0,218.0,247.0,14.0,86.0,223.0,568.0,579.0
Hopkinton: Hopkinton Middle School,01390305,Public School,Hopkinton,MA,01748,"06,07,08",Hopkinton,01390000,Public School District,       0,       0,       0,       0,       0,       0,       0,     287,     281,     292,       0,       0,       0,       0,0.0,     860,      13,   1.5,       4,   0.5,     106,  12.3, , , , ,   1.2,   2.3,   1.0,  94.7,   0.1,   0.1,   0.6,  51.0,  49.0,60.1,100.0,272.0,97.4,  14.3 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Hopkinton Pre-School,01390003,Public School,Hopkinton,MA,01748,PK,Hopkinton,01390000,Public School District,      64,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,      64,       1,   1.6,       0,   0.0,      27,  42.2, , , , ,   4.7,   7.8,   0.0,  87.5,   0.0,   0.0,   0.0,  54.7,  45.3,3.5,100.0,10.0,100.0,  18.3 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopkinton: Marathon Elementary School,01390005,Public School,Hopkinton,MA,01748,"K,01",Hopkinton,01390000,Public School District,       0,     198,     275,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     473,      19,   4.0,      19,   4.0,      44,   9.3, , , , ,   0.4,   4.9,   0.6,  90.7,   0.6,   0.0,   2.7,  50.7,  49.3,25.7,100.0,114.0,100.0,  18.4 to 1,"     $17,384,416","  $73,945",    235.1,"          $39,104,746.12","           3,440.9","              $11,364.69","          $41,971,448.53","           3,520.9","              $11,920.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson: C A Farley,01410030,Public School,Hudson,MA,01749,"PK,K,01,02,03,04",Hudson,01410000,Public School District,       0,       0,     118,      95,     110,     107,      81,       0,       0,       0,       0,       0,       0,       0,0.0,     511,      79,  15.5,      44,   8.6,      89,  17.4, , , , ,   2.2,   2.0,   7.6,  86.5,   0.6,   0.0,   1.2,  47.7,  52.3,37.9,100.0,151.0,100.0,  13.5 to 1,"     $14,732,826","  $65,247",    225.8,"          $34,647,252.26","           3,076.9","              $11,260.44","          $37,310,036.03","           3,170.6","              $11,767.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson: David J. Quinn Middle School,01410410,Public School,Hudson,MA,01749,"05,06,07",Hudson,01410000,Public School District,       0,       0,       0,       0,       0,       0,       0,     234,     218,       0,       0,       0,       0,       0,0.0,     452,      59,  13.1,       6,   1.3,     103,  22.8, , , , ,   0.2,   1.8,   5.1,  91.8,   0.2,   0.0,   0.9,  53.3,  46.7,39.5,94.9,116.0,96.6,  11.5 to 1,"     $14,732,826","  $65,247",    225.8,"          $34,647,252.26","           3,076.9","              $11,260.44","          $37,310,036.03","           3,170.6","              $11,767.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson: Forest Avenue Elementary,01410015,Public School,Hudson,MA,01749,"K,01,02,03,04",Hudson,01410000,Public School District,      77,       0,      51,      71,      68,      73,      76,       0,       0,       0,       0,       0,       0,       0,0.0,     416,      45,  10.8,      17,   4.1,      87,  20.9, , , , ,   0.5,   3.4,   5.0,  88.0,   0.2,   0.0,   2.9,  55.5,  44.5,30.4,100.0,126.0,100.0,  13.7 to 1,"     $14,732,826","  $65,247",    225.8,"          $34,647,252.26","           3,076.9","              $11,260.44","          $37,310,036.03","           3,170.6","              $11,767.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson: Hudson High,01410505,Public School,Hudson,MA,01749,"08,09,10,11,12",Hudson,01410000,Public School District,      41,       0,       0,       0,       0,       0,       0,       0,       0,     243,     246,     229,     255,     239,0.0,"   1,253",     133,  10.6,      19,   1.5,     195,  15.6, , , , ,   2.1,   2.2,   4.4,  90.8,   0.0,   0.1,   0.4,  50.0,  50.0,86.9,99.6,235.0,98.3,  14.4 to 1,"     $14,732,826","  $65,247",    225.8,"          $34,647,252.26","           3,076.9","              $11,260.44","          $37,310,036.03","           3,170.6","              $11,767.50",       251,83.3,3.6,2.0,2.0,9.2,0.0,     969,29.0,3.0,,,,,,,,,,,221.0,182.0,82.4,197.0,     394,75.0,61.0,48.0,12.0,1.0,59.0,95.0,107.0,72.0,61.0,39.1,60.9,163.0,508.0,507.0
Hudson: Mulready Elementary,01410007,Public School,Hudson,MA,01749,"PK,K,01,02,03,04",Hudson,01410000,Public School District,       0,       0,      45,      59,      53,      52,      51,       0,       0,       0,       0,       0,       0,       0,0.0,     260,      24,   9.2,      10,   3.8,      57,  21.9, , , , ,   0.0,   1.5,   4.2,  93.1,   0.8,   0.0,   0.4,  55.0,  45.0,22.1,100.0,93.0,100.0,  11.7 to 1,"     $14,732,826","  $65,247",    225.8,"          $34,647,252.26","           3,076.9","              $11,260.44","          $37,310,036.03","           3,170.6","              $11,767.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hull: Hull High,01420505,Public School,Hull,MA,02045,"09,10,11,12",Hull,01420000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     102,      91,     101,      77,0.0,     371,       4,   1.1,       2,   0.5,      53,  14.3, , , , ,   1.3,   0.8,   1.3,  96.2,   0.0,   0.3,   0.0,  54.7,  45.3,30.8,100.0,68.0,100.0,  12.0 to 1,"      $5,685,897","  $66,580",     85.4,"          $14,713,912.81","           1,199.9","              $12,262.62","          $16,746,408.09","           1,287.3","              $13,008.94",        91,85.7,2.2,0.0,2.2,9.9,0.0,     371,8.0,2.2,,,,,,,,,,,79.0,79.0,100.0,50.0,      74,31.0,14.0,5.0,0.0,0.0,9.0,24.0,23.0,13.0,5.0,44.6,55.4,67.0,495.0,491.0
Hull: Lillian M Jacobs,01420015,Public School,Hull,MA,02045,"PK,K,01,02,03,04,05",Hull,01420000,Public School District,      50,      68,      83,      95,      95,      70,      95,       0,       0,       0,       0,       0,       0,       0,0.0,     556,       2,   0.4,       1,   0.2,      92,  16.5, , , , ,   0.5,   0.7,   0.7,  96.0,   0.0,   0.7,   1.3,  53.6,  46.4,36.8,100.0,174.0,100.0,  15.1 to 1,"      $5,685,897","  $66,580",     85.4,"          $14,713,912.81","           1,199.9","              $12,262.62","          $16,746,408.09","           1,287.3","              $13,008.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hull: Memorial Middle,01420305,Public School,Hull,MA,02045,"06,07,08",Hull,01420000,Public School District,       0,       0,       0,       0,       0,       0,       0,      97,      92,      86,       0,       0,       0,       0,0.0,     275,       4,   1.5,       0,   0.0,      36,  13.1, , , , ,   2.2,   0.7,   2.2,  94.2,   0.0,   0.7,   0.0,  54.2,  45.8,17.8,100.0,43.0,100.0,  15.4 to 1,"      $5,685,897","  $66,580",     85.4,"          $14,713,912.81","           1,199.9","              $12,262.62","          $16,746,408.09","           1,287.3","              $13,008.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation Academy Charter (District): Innovation Academy Charter School,04350305,Charter School,Tyngsboro,MA,01879,"05,06,07,08,09,10,11,12",Innovation Academy Charter (District),04350000,Charter District,       0,       0,       0,       0,       0,       0,     103,     102,      98,      98,      50,      45,      40,       0,0.0,     536,       1,   0.2,       1,   0.2,     106,  19.8, , , , ,   2.4,   4.1,   4.1,  86.9,   0.4,   0.0,   2.1,  56.3,  43.7,42.6,39.9,147.0,97.3,  12.6 to 1,,,,,,,,,,,,,,,,,     135,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Schools: Central Area,03700012,Public School,Westborough,MA,01581,"01,02,03,04,05,06,07,08,09,10,11,12",Institutional Schools,03700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Schools: East Area,03700040,Public School,Westborough,MA,01581,"01,02,03,04,05,06,07,08,09,10,11,12",Institutional Schools,03700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Schools: Pappas Rehabilitation Hospital for Children,03700026,Public School,Canton,MA,02021,"01,02,03,04,05,06,07,08,09,10,11,12",Institutional Schools,03700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Schools: Southeast Area,03700015,Public School,Westborough,MA,01581,"01,02,03,04,05,06,07,08,09,10,11,12",Institutional Schools,03700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Schools: West Area,03700013,Public School,Westborough,MA,01581,"01,02,03,04,05,06,07,08,09,10,11,12",Institutional Schools,03700000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich: Ipswich High,01440505,Public School,Ipswich,MA,01938,"09,10,11,12",Ipswich,01440000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     156,     179,     163,     151,2.0,     651,      17,   2.6,       0,   0.0,      85,  13.1, , , , ,   0.2,   2.5,   1.7,  93.7,   0.0,   0.2,   1.8,  47.9,  52.1,49.7,98.0,226.0,97.8,  13.1 to 1,"      $9,575,466","  $64,265",    149.0,"          $22,668,744.90","           2,131.8","              $10,633.62","          $23,493,144.57","           2,155.4","              $10,899.67",       148,96.6,1.4,0.0,0.7,1.4,0.0,     649,7.0,1.1,,,,,,,,,,,147.0,147.0,100.0,90.0,     152,44.0,35.0,7.0,3.0,1.0,24.0,40.0,31.0,28.0,29.0,42.1,57.9,115.0,539.0,546.0
Ipswich: Ipswich Middle School,01440305,Public School,Ipswich,MA,01938,"06,07,08",Ipswich,01440000,Public School District,       0,       0,       0,       0,       0,       0,       0,     159,     169,     183,       0,       0,       0,       0,0.0,     511,      16,   3.1,       2,   0.4,      82,  16.0, , , , ,   0.8,   2.5,   2.0,  92.6,   0.2,   0.0,   2.0,  50.1,  49.9,38.8,100.0,134.0,100.0,  13.2 to 1,"      $9,575,466","  $64,265",    149.0,"          $22,668,744.90","           2,131.8","              $10,633.62","          $23,493,144.57","           2,155.4","              $10,899.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich: Paul F Doyon Memorial,01440007,Public School,Ipswich,MA,01938,"PK,K,01,02,03,04,05",Ipswich,01440000,Public School District,      25,      77,      82,      82,      84,      74,      91,       0,       0,       0,       0,       0,       0,       0,0.0,     515,      10,   1.9,       8,   1.6,      73,  14.2, , , , ,   1.0,   1.7,   2.7,  91.7,   0.2,   0.0,   2.7,  49.9,  50.1,29.4,99.5,132.0,99.2,  17.5 to 1,"      $9,575,466","  $64,265",    149.0,"          $22,668,744.90","           2,131.8","              $10,633.62","          $23,493,144.57","           2,155.4","              $10,899.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich: Winthrop,01440015,Public School,Ipswich,MA,01938,"PK,K,01,02,03,04,05",Ipswich,01440000,Public School District,      25,      75,      73,      64,      64,      68,      91,       0,       0,       0,       0,       0,       0,       0,0.0,     460,      13,   2.8,       8,   1.7,      67,  14.6, , , , ,   0.2,   3.0,   4.1,  88.9,   0.9,   0.0,   2.8,  51.3,  48.7,31.1,99.5,129.0,99.2,  14.8 to 1,"      $9,575,466","  $64,265",    149.0,"          $22,668,744.90","           2,131.8","              $10,633.62","          $23,493,144.57","           2,155.4","              $10,899.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIPP Academy Boston Charter School (District): KIPP Academy Boston Charter School,04630205,Charter School,Mattapan,MA,02126,"K,01,02,03,04,05,06,07,08",KIPP Academy Boston Charter School (District),04630000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIPP Academy Lynn Charter (District): KIPP Academy Lynn Charter School,04290010,Charter School,Lynn,MA,01902,"K,01,02,03,04,05,06,07,08,09,10,11,12",KIPP Academy Lynn Charter (District),04290000,Charter District,       0,       0,       0,       0,       0,       0,     100,      94,      87,      71,       0,       0,       0,       0,0.0,     352,     131,  37.2,       4,   1.1,      44,  12.5, , , , ,  23.6,   3.7,  57.1,  13.1,   0.0,   0.0,   2.6,  49.1,  50.9,26.0,34.6,37.0,100.0,  13.5 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Philip: King Philip Middle School,06900510,Public School,Norfolk,MA,02056,"07,08",King Philip,06900000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     383,     393,       0,       0,       0,       0,0.0,     776,       2,   0.3,       0,   0.0,     111,  14.3, , , , ,   0.9,   0.4,   0.6,  96.4,   0.4,   0.0,   1.3,  53.2,  46.8,42.0,95.2,185.0,93.5,  18.5 to 1,"      $7,824,101","  $66,306",    118.0,"          $22,059,120.00","           2,045.0","              $10,786.86","          $25,096,269.00","           2,137.3","              $11,742.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Philip: King Philip Regional High,06900505,Public School,Wrentham,MA,02093,"09,10,11,12",King Philip,06900000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     334,     342,     306,     321,0.0,"   1,303",       9,   0.7,       2,   0.2,     156,  12.0, , , , ,   1.1,   1.2,   1.2,  95.7,   0.0,   0.1,   0.7,  48.7,  51.3,76.0,100.0,282.0,100.0,  17.1 to 1,"      $7,824,101","  $66,306",    118.0,"          $22,059,120.00","           2,045.0","              $10,786.86","          $25,096,269.00","           2,137.3","              $11,742.04",       343,87.5,2.3,0.0,1.5,8.7,0.0,"   1,303",30.0,2.3,,,,,,,,,,,303.0,303.0,100.0,202.0,     312,129.0,47.0,18.0,6.0,2.0,52.0,56.0,66.0,72.0,66.0,34.6,65.4,261.0,534.0,532.0
Kingston: Kingston Elementary,01450005,Public School,Kingston,MA,02364,"PK,K,01,02",Kingston,01450000,Public School District,       0,     166,     177,     183,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     526,       1,   0.2,       1,   0.2,      45,   8.6, , , , ,   1.7,   1.3,   0.2,  96.8,   0.0,   0.0,   0.0,  52.7,  47.3,29.0,100.0,119.0,100.0,  18.1 to 1,"      $4,302,906","  $64,415",     66.8,"           $9,267,699.21","           1,184.6","               $7,823.48","          $11,941,274.38","           1,226.0","               $9,740.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston: Kingston Intermediate,01450020,Public School,Kingston,MA,02364,"03,04,05,06",Kingston,01450000,Public School District,       0,       0,       0,       0,     156,     173,     165,     160,       0,       0,       0,       0,       0,       0,0.0,     654,       2,   0.3,       2,   0.3,      88,  13.5, , , , ,   1.1,   0.8,   0.6,  97.1,   0.0,   0.5,   0.0,  49.5,  50.5,37.8,100.0,140.0,100.0,  17.3 to 1,"      $4,302,906","  $64,415",     66.8,"           $9,267,699.21","           1,184.6","               $7,823.48","          $11,941,274.38","           1,226.0","               $9,740.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Alexander B Bruce,01490015,Public School,Lawrence,MA,01841,"03,04,05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,      80,      80,      76,      66,      81,      79,      83,       0,       0,       0,       0,0.0,     545,     434,  79.6,     106,  19.4,      99,  18.2, , , , ,   1.5,   1.8,  93.2,   3.3,   0.0,   0.0,   0.2,  55.6,  44.4,41.0,100.0,169.0,97.6,  13.3 to 1,"     $65,342,627","  $70,352",    928.8,"         $167,995,536.87","          12,442.1","              $13,502.19","         $190,664,214.14","          13,663.0","              $13,954.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Arlington Elementary,01490009,Public School,Lawrence,MA,01841,"PK,K,01,02,03,04",Lawrence,01490000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $65,342,627","  $70,352",    928.8,"         $167,995,536.87","          12,442.1","              $13,502.19","         $190,664,214.14","          13,663.0","              $13,954.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence: Arlington Middle School,01490017,Public School,Lawrence,MA,01841,"05,06,07,08",Lawrence,01490000,Public School District,       0,       0,       0,       0,       0,       0,     114,     124,     114,     127,       0,       0,       0,       0,0.0,     479,     426,  88.9,      78,  16.3,      95,  19.8, , , , ,   1.9,   0.0,  96.2,   1.9,   0.0,   0.0,   0.0,  51.6,  48.4,37.0,100.0,150.0,94.7,  12.9 to 1,"     $65,342,627","  $70,352",    928.8,"         $167,995,536.87","          12,442.1","              $13,502.19","         $190,664,214.14","          13,663.0","              $13,954.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
