School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Lowell: Leblanc Therapeutic Day School,01600320,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,      13,      10,      11,       5,       4,       0,      43,      14,  32.6,      12,  27.9,      43, 100.0,      43, 100.0, , ,   2.3,   9.3,  39.5,  44.2,   0.0,   0.0,   4.7,  79.1,  20.9,      58,5.7,         42,6.9,100.0,      52,84.6,   6.3 to 1,"     $77,061,338","  $78,298",    984.2,12.0,       6,  50.0,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",7.0,71.4,14.3,0.0,0.0,14.3,0.0,      30,1.0,3.3,,,,,,,,,,,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Lowell: Lowell High,01600505,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     910,     705,     730,     737,      17,"   3,099","   1,291",  41.7,     566,  18.3,     349,  11.3,"   2,278",  73.5, , ,   9.3,  32.3,  23.6,  33.5,   0.1,   0.0,   1.2,  51.4,  48.6,"   2,033",17.0,"      3,021",212.0,98.6,"   1,568",99.9,  14.6 to 1,"     $77,061,338","  $78,298",    984.2,267.0,     137,  51.3,   0.0,  97.8,   1.5,   0.7,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",807.0,76.0,10.2,1.5,2.0,10.4,0.0,"   3,082",88.0,2.9,,,,,,,,,,,662.0,141.0,21.3,253.0,     468,134.0,60.0,35.0,16.0,8.0,55.0,103.0,134.0,117.0,59.0,33.8,66.2,485.0,460.0,487.0,14.0
Lowell: Moody Elementary,01600027,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District,       0,      55,      61,      43,      50,      54,       0,       0,       0,       0,       0,       0,       0,       0,       0,     263,     174,  66.2,     173,  65.8,      15,   5.7,     250,  95.1, , ,   8.4,  18.3,  21.7,  49.0,   0.8,   0.0,   1.9,  47.5,  52.5,     182,17.2,        274,16.8,100.0,     166,100.0,  15.6 to 1,"     $77,061,338","  $78,298",    984.2,22.0,      15,  68.2,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
Lowell: Pawtucketville Memorial,01600036,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      39,      99,      97,      91,      92,      92,       0,       0,       0,       0,       0,       0,       0,       0,       0,     510,     115,  22.5,     101,  19.8,      73,  14.3,     349,  68.4, , ,   8.2,  18.4,  24.1,  44.9,   0.2,   0.0,   4.1,  54.5,  45.5,     290,19.2,        528,33.0,100.0,     284,100.0,  15.5 to 1,"     $77,061,338","  $78,298",    984.2,41.0,      20,  48.8,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Lowell: Peter W Reilly,01600040,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District,       0,     124,     119,     114,     103,     104,       0,       0,       0,       0,       0,       0,       0,       0,       0,     564,     196,  34.8,     188,  33.3,      71,  12.6,     390,  69.1, , ,   3.4,   5.7,  38.8,  48.8,   0.2,   0.0,   3.2,  51.6,  48.4,     302,19.0,        587,37.2,100.0,     328,100.0,  15.2 to 1,"     $77,061,338","  $78,298",    984.2,46.0,      28,  60.9,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
Lowell: Pyne Arts,01600018,Public School,Lowell,MA,01852,"PK,K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District,      25,      48,      48,      42,      46,      45,      67,      57,      58,      61,       0,       0,       0,       0,       0,     497,     172,  34.6,     139,  28.0,      88,  17.7,     372,  74.8, , ,   6.2,  10.5,  23.9,  55.5,   0.4,   0.0,   3.4,  48.5,  51.5,     352,19.2,        517,37.1,100.0,     293,98.6,  13.4 to 1,"     $77,061,338","  $78,298",    984.2,46.0,       2,   4.3,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
Lowell: Rogers STEM Academy,01600005,Public School,Lowell,MA,01852,"K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District,      40,      90,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     130,      38,  29.2,      22,  16.9,       1,   0.8,     105,  80.8, , ,   9.2,  31.5,  36.9,  14.6,   1.5,   0.0,   6.2,  53.1,  46.9,      22,19.3,        141,8.3,100.0,      36,100.0,  15.7 to 1,"     $77,061,338","  $78,298",    984.2,16.0,       8,  50.0,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell: S Christa McAuliffe Elementary,01600075,Public School,Lowell,MA,01850,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      48,     102,      96,      88,      89,      79,       0,       0,       0,       0,       0,       0,       0,       0,       0,     502,      99,  19.7,      82,  16.3,      76,  15.1,     412,  82.1, , ,   5.8,  10.8,  40.6,  38.4,   0.0,   0.0,   4.4,  51.0,  49.0,     266,19.9,        515,34.0,100.0,     253,100.0,  14.8 to 1,"     $77,061,338","  $78,298",    984.2,40.0,      23,  57.5,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
Lowell: The Career Academy,01600515,Public School,Lowell,MA,01851,"09,10,11,12",Lowell,01600000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $77,061,338","  $78,298",    984.2,,,,,,,,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell: Washington,01600055,Public School,Lowell,MA,01851,"PK,K,01,02,03,04",Lowell,01600000,Public School District,      24,      53,      56,      42,      49,      45,       0,       0,       0,       0,       0,       0,       0,       0,       0,     269,     103,  38.3,      94,  34.9,      39,  14.5,     204,  75.8, , ,   4.8,  35.7,  20.1,  29.0,   0.0,   0.0,  10.4,  49.1,  50.9,     173,15.9,        262,19.0,100.0,     158,100.0,  14.1 to 1,"     $77,061,338","  $78,298",    984.2,25.0,      16,  64.0,-,-,-,-,"         $178,663,586.97","          13,809.8","              $12,937.45","         $195,910,238.67","          14,879.3","              $13,166.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
Lowell Community Charter Public (District): Lowell Community Charter Public School,04560050,Charter School,Lowell,MA,01852,"PK,K,01,02,03,04,05,06,07,08",Lowell Community Charter Public (District),04560000,Charter District,       0,      98,     101,      89,      90,     104,      88,      70,       0,       0,       0,       0,       0,       0,       0,     640,     422,  65.9,     331,  51.7,      89,  13.9,     585,  91.4, , ,  26.9,  23.4,  40.8,   5.0,   0.0,   0.0,   3.9,  47.2,  52.8,     196,23.7,        630,47.5,93.7,     200,97.5,  13.5 to 1,,,,60.0,      55,  91.7,  36.4,  52.7,  10.9,   0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
Lowell Middlesex Academy Charter (District): Lowell Middlesex Academy Charter School,04580505,Charter School,Lowell,MA,01852,"09,10,11,12",Lowell Middlesex Academy Charter (District),04580000,Charter District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      24,      21,      48,      17,       0,     110,      16,  14.5,       1,   0.9,      29,  26.4,      80,  72.7, , ,   1.8,  16.4,  29.1,  46.4,   0.0,   0.0,   6.4,  48.2,  51.8,     176,12.0,        131,13.0,39.3,      85,100.0,   8.5 to 1,,,,17.0,      16,  94.1,  81.3,  18.8,   0.0,   0.0,,,,,,,77.0,10.4,26.0,0.0,20.8,39.0,3.9,     110,43.0,39.1,,,,,,,,,,,12.0,12.0,100.0,,,,,,,,,,,,,,,1.0,,,
Ludlow: East Street Elementary School,01610010,Public School,Ludlow,MA,01056,"PK,K,01",Ludlow,01610000,Public School District,      62,     166,     167,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     395,      24,   6.1,       6,   1.5,      71,  18.0,     162,  41.0, , ,   1.5,   0.0,   6.3,  89.4,   0.3,   0.3,   2.3,  55.7,  44.3,     120,17.8,        392,29.1,100.0,     118,97.5,  13.6 to 1,"     $12,561,228","  $58,235",    215.7,,,,,,,,"          $33,827,463.61","           2,830.8","              $11,949.79","          $36,886,988.03","           2,931.6","              $12,582.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludlow: Harris Brook Elementary School,01610665,Public School,Ludlow,MA,01056,"02,03,04,05",Ludlow,01610000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $12,561,228","  $58,235",    215.7,,,,,,,,"          $33,827,463.61","           2,830.8","              $11,949.79","          $36,886,988.03","           2,931.6","              $12,582.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludlow: Ludlow Senior High,01610505,Public School,Ludlow,MA,01056,"09,10,11,12",Ludlow,01610000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     235,     229,     257,     232,       2,     955,      86,   9.0,       5,   0.5,     155,  16.2,     331,  34.7, , ,   2.1,   0.5,   6.3,  90.6,   0.1,   0.0,   0.4,  49.7,  50.3,     421,15.1,        936,72.4,99.7,     342,92.4,  13.2 to 1,"     $12,561,228","  $58,235",    215.7,,,,,,,,"          $33,827,463.61","           2,830.8","              $11,949.79","          $36,886,988.03","           2,931.6","              $12,582.54",249.0,88.0,3.2,1.6,3.2,4.0,0.0,     953,19.0,2.0,,,,,,,,,,,224.0,22.0,9.8,138.0,     297,46.0,43.0,33.0,14.0,2.0,40.0,95.0,84.0,52.0,26.0,45.5,54.5,136.0,508.0,534.0,42.0
Ludlow: Paul R Baird Middle,01610305,Public School,Ludlow,MA,01056,"06,07,08",Ludlow,01610000,Public School District,       0,       0,       0,       0,       0,       0,       0,     215,     237,     236,       0,       0,       0,       0,       0,     688,      57,   8.3,      11,   1.6,     122,  17.7,     276,  40.1, , ,   2.2,   0.6,   8.3,  87.2,   0.1,   0.4,   1.2,  49.7,  50.3,     285,18.4,        684,56.6,100.0,     246,98.4,  12.1 to 1,"     $12,561,228","  $58,235",    215.7,,,,,,,,"          $33,827,463.61","           2,830.8","              $11,949.79","          $36,886,988.03","           2,931.6","              $12,582.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Lunenburg: Advanced Community Experience Program,01620605,Public School,Lunenburg,MA,01462,,Lunenburg,01620000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,492,920","  $72,747",    103.0,,,,,,,,"          $17,931,343.00","           1,581.0","              $11,341.77","          $20,676,292.00","           1,719.2","              $12,026.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunenburg: Lunenburg High,01620505,Public School,Lunenburg,MA,01462,"09,10,11,12",Lunenburg,01620000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,     122,     105,     113,     113,     125,       4,     582,       3,   0.5,       3,   0.5,      77,  13.2,     125,  21.5, , ,   3.4,   1.5,   2.9,  90.9,   1.0,   0.2,   0.0,  49.1,  50.9,     281,17.0,        576,46.7,100.0,     202,100.0,  12.5 to 1,"      $7,492,920","  $72,747",    103.0,55.0,      22,  40.0,  18.2,  77.3,   4.5,   0.0,"          $17,931,343.00","           1,581.0","              $11,341.77","          $20,676,292.00","           1,719.2","              $12,026.69",124.0,96.8,0.8,0.0,2.4,0.0,0.0,     456,0.0,0.0,,,,,,,,,,,121.0,121.0,100.0,94.0,     184,41.0,24.0,24.0,2.0,3.0,4.0,43.0,63.0,54.0,20.0,25.5,74.5,108.0,513.0,534.0,88.0
Lunenburg: Lunenburg Middle School,01620305,Public School,Lunenburg,MA,01462,"06,07,08",Lunenburg,01620000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,492,920","  $72,747",    103.0,,,,,,,,"          $17,931,343.00","           1,581.0","              $11,341.77","          $20,676,292.00","           1,719.2","              $12,026.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunenburg: Lunenburg Primary School,01620010,Public School,Lunenburg,MA,01462,"PK,K,01,02",Lunenburg,01620000,Public School District,      49,     108,     118,     110,     124,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     509,      17,   3.3,      13,   2.6,     111,  21.8,     163,  32.0, , ,   1.6,   0.6,   6.9,  88.0,   0.6,   0.6,   1.8,  53.4,  46.6,     200,22.8,        518,26.5,100.0,     150,100.0,  19.2 to 1,"      $7,492,920","  $72,747",    103.0,32.0,      14,  43.8,-,-,-,-,"          $17,931,343.00","           1,581.0","              $11,341.77","          $20,676,292.00","           1,719.2","              $12,026.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunenburg: Turkey Hill Elementary School,01620025,Public School,Lunenburg,MA,01462,"03,04,05",Lunenburg,01620000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,492,920","  $72,747",    103.0,,,,,,,,"          $17,931,343.00","           1,581.0","              $11,341.77","          $20,676,292.00","           1,719.2","              $12,026.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn: A Drewicz Elementary,01630016,Public School,Lynn,MA,01905,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,       0,      99,      94,      80,      73,      49,      53,       0,       0,       0,       0,       0,       0,       0,       0,     448,     293,  65.4,     129,  28.8,      57,  12.7,     422,  94.2, , ,   5.8,  19.4,  60.5,  11.2,   0.2,   0.0,   2.9,  51.8,  48.2,     104,20.8,        438,35.2,100.0,     149,96.6,  12.7 to 1,"     $68,192,252","  $69,379",    982.9,51.0,      22,  43.1,   0.0,  90.9,   9.1,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
Lynn: Aborn,01630011,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District,       0,      45,      39,      37,      43,      40,      33,       0,       0,       0,       0,       0,       0,       0,       0,     237,      64,  27.0,       6,   2.5,       7,   3.0,     144,  60.8, , ,   9.3,   3.8,  35.4,  44.7,   0.0,   0.0,   6.8,  48.1,  51.9,      50,19.6,        241,15.5,100.0,      86,100.0,  15.3 to 1,"     $68,192,252","  $69,379",    982.9,28.0,      10,  35.7,-,-,-,-,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
Lynn: Breed Middle School,01630405,Public School,Lynn,MA,01905,"06,07,08",Lynn,01630000,Public School District,       0,       0,       0,       0,       0,       0,       0,     388,     432,     380,       0,       0,       0,       0,       0,"   1,200",     727,  60.6,     130,  10.8,     256,  21.3,"   1,088",  90.7, , ,  11.9,  11.6,  54.1,  18.9,   0.3,   0.2,   3.0,  51.2,  48.8,     554,21.2,"      1,213",83.0,97.6,     416,91.6,  14.5 to 1,"     $68,192,252","  $69,379",    982.9,104.0,      40,  38.5,   0.0,  67.5,  32.5,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Lynn: Brickett Elementary,01630020,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District,       0,      68,      68,      59,      60,      57,      39,       0,       0,       0,       0,       0,       0,       0,       0,     351,     148,  42.2,      58,  16.5,      31,   8.8,     314,  89.5, , ,  12.3,  13.1,  45.6,  19.4,   0.6,   0.0,   9.1,  50.1,  49.9,      77,22.9,        347,22.2,100.0,     107,100.0,  15.8 to 1,"     $68,192,252","  $69,379",    982.9,35.0,      15,  42.9,   0.0,  93.3,   6.7,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
Lynn: Capt William G Shoemaker,01630090,Public School,Lynn,MA,01904,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,      14,      50,      34,      57,      58,      56,      52,       0,       0,       0,       0,       0,       0,       0,       0,     321,      59,  18.4,       2,   0.6,     102,  31.8,     188,  58.6, , ,  12.5,   6.5,  19.9,  55.8,   0.0,   0.0,   5.3,  61.1,  38.9,     103,15.7,        315,26.8,99.6,     142,100.0,  12.0 to 1,"     $68,192,252","  $69,379",    982.9,42.0,      15,  35.7,   0.0,  66.7,  33.3,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
Lynn: Classical High,01630505,Public School,Lynn,MA,01905,"09,10,11,12",Lynn,01630000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     492,     319,     373,     342,       2,"   1,528",     823,  53.9,     171,  11.2,     203,  13.3,"   1,277",  83.6, , ,  15.0,  12.6,  43.5,  25.7,   0.2,   0.0,   2.9,  51.7,  48.3,     519,21.2,"      1,521",84.4,95.3,     406,90.9,  18.1 to 1,"     $68,192,252","  $69,379",    982.9,111.0,      45,  40.5,  13.3,  86.7,   0.0,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",386.0,87.8,4.1,0.8,0.8,6.5,0.0,"   1,526",51.0,3.3,,,,,,,,,,,340.0,0.0,0.0,143.0,     252,71.0,44.0,22.0,3.0,3.0,84.0,99.0,47.0,16.0,6.0,72.6,27.4,205.0,437.0,459.0,28.0
Lynn: Cobbet Elementary,01630035,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District,       0,     113,     132,      91,      91,      93,      87,       0,       0,       0,       0,       0,       0,       0,       0,     607,     441,  72.7,     237,  39.0,      65,  10.7,     586,  96.5, , ,  12.7,  11.4,  65.9,   7.4,   0.7,   0.0,   2.0,  54.9,  45.1,     140,21.2,        593,41.6,97.6,     194,97.4,  14.6 to 1,"     $68,192,252","  $69,379",    982.9,59.0,       8,  13.6,   0.0,  12.5,  87.5,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Lynn: E J Harrington,01630045,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,      77,      98,     121,      75,      72,      85,      67,       0,       0,       0,       0,       0,       0,       0,       0,     595,     392,  65.9,     170,  28.6,      94,  15.8,     547,  91.9, , ,   9.7,   5.7,  68.7,  12.4,   0.7,   0.0,   2.7,  53.6,  46.4,     155,19.9,        622,49.1,99.8,     204,97.5,  12.1 to 1,"     $68,192,252","  $69,379",    982.9,65.0,      43,  66.2,   2.3,  90.7,   7.0,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
Lynn: Edward A Sisson,01630095,Public School,Lynn,MA,01904,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,      28,      80,      77,      71,      71,      73,      71,       0,       0,       0,       0,       0,       0,       0,       0,     471,     117,  24.8,      32,   6.8,      74,  15.7,     315,  66.9, , ,  10.0,  10.0,  28.7,  46.5,   0.6,   0.0,   4.2,  53.3,  46.7,     118,20.3,        472,30.0,89.6,     154,90.3,  15.7 to 1,"     $68,192,252","  $69,379",    982.9,45.0,      13,  28.9,   0.0,  61.5,  38.5,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
Lynn: Fecteau-Leary Junior/Senior High School,01630525,Public School,Lynn,MA,01902,"06,07,08,09,10,11,12",Lynn,01630000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      13,      18,      48,      38,      22,      24,       0,     163,      62,  38.0,       3,   1.8,      76,  46.6,     150,  92.0, , ,  25.2,   9.2,  42.9,  19.0,   0.0,   0.0,   3.7,  69.9,  30.1,     145,6.4,        115,26.1,77.0,     100,69.0,   6.2 to 1,"     $68,192,252","  $69,379",    982.9,39.0,       1,   2.6,-,-,-,-,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",55.0,20.0,16.4,7.3,10.9,45.5,0.0,     132,28.0,21.2,,,,,,,,,,,21.0,0.0,0.0,,,,,,,,,,,,,,,2.0,,,3.0
Lynn: Fredrick Douglass Collegiate Academy,01630575,Public School,Lynn,MA,01901,9,Lynn,01630000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $68,192,252","  $69,379",    982.9,,,,,,,,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn: Hood,01630055,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,       0,      78,      95,      69,      60,      64,      44,       0,       0,       0,       0,       0,       0,       0,       0,     410,     193,  47.1,      75,  18.3,      58,  14.1,     365,  89.0, , ,  11.7,   9.0,  51.5,  22.7,   0.2,   0.0,   4.9,  50.0,  50.0,      82,20.1,        407,24.2,95.9,     133,96.2,  16.9 to 1,"     $68,192,252","  $69,379",    982.9,45.0,      11,  24.4,   0.0,  72.7,  27.3,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0
Lynn: Ingalls,01630060,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District,      18,      89,     138,     112,     123,      90,      85,       0,       0,       0,       0,       0,       0,       0,       0,     655,     423,  64.6,     225,  34.4,      77,  11.8,     628,  95.9, , ,   9.5,   9.2,  68.2,  10.1,   0.5,   0.0,   2.6,  50.5,  49.5,     137,20.1,        688,41.3,100.0,     226,97.8,  15.9 to 1,"     $68,192,252","  $69,379",    982.9,67.0,      21,  31.3,-,-,-,-,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
Lynn: Julia F Callahan,01630030,Public School,Lynn,MA,01905,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District,      51,      61,      79,      84,      67,      78,      60,       0,       0,       0,       0,       0,       0,       0,       0,     480,     209,  43.5,      60,  12.5,      96,  20.0,     394,  82.1, , ,  16.0,   9.0,  45.4,  25.6,   0.0,   0.0,   4.0,  54.0,  46.0,      98,19.6,        489,32.2,99.6,     151,100.0,  14.9 to 1,"     $68,192,252","  $69,379",    982.9,48.0,      13,  27.1,-,-,-,-,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
Lynn: Lincoln-Thomson,01630070,Public School,Lynn,MA,01905,"K,01,02,03,04,05",Lynn,01630000,Public School District,       0,      42,      45,      49,      52,      39,      48,       0,       0,       0,       0,       0,       0,       0,       0,     275,      95,  34.5,      25,   9.1,      18,   6.5,     207,  75.3, , ,   7.3,  12.0,  42.2,  33.5,   0.4,   0.0,   4.7,  46.9,  53.1,      50,22.7,        273,18.5,99.4,      77,100.0,  14.8 to 1,"     $68,192,252","  $69,379",    982.9,33.0,      12,  36.4,-,-,-,-,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
Lynn: Lynn English High,01630510,Public School,Lynn,MA,01902,"09,10,11,12",Lynn,01630000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     480,     385,     430,     358,       0,"   1,653",     878,  53.1,     179,  10.8,     212,  12.8,"   1,355",  82.0, , ,  12.5,  10.5,  49.2,  24.7,   0.1,   0.0,   3.0,  47.3,  52.7,     656,19.0,"      1,633",100.4,98.0,     513,95.3,  16.5 to 1,"     $68,192,252","  $69,379",    982.9,136.0,      58,  42.6,   0.0,  98.3,   1.7,   0.0,"         $179,724,043.95","          14,145.3","              $12,705.57","         $199,452,371.95","          15,145.1","              $13,169.43",449.0,74.8,7.1,2.4,3.3,12.2,0.0,"   1,653",80.0,4.8,,,,,,,,,,,358.0,28.0,7.8,93.0,     145,58.0,23.0,7.0,5.0,0.0,20.0,59.0,43.0,12.0,11.0,54.5,45.5,215.0,446.0,454.0,20.0
