School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
North Attleborough: North Attleboro High,02120505,Public School,North Attleborough,MA,02760,"09,10,11,12",North Attleborough,02120000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     285,     302,     302,     305,0.0,"   1,194",      26,   2.2,       2,   0.2,     131,  11.0, , , , ,   1.3,   2.8,   2.3,  92.0,   0.1,   0.0,   1.5,  52.8,  47.2,75.2,94.7,     320,90.9,  15.9 to 1,"     $19,110,941","  $63,024",    303.2,"          $43,853,438.51","           4,744.5","               $9,242.95","          $47,354,987.17","           4,881.7","               $9,700.45",       317,87.1,4.1,0.6,1.9,6.3,0.0,"   1,194",19.0,1.6,,,,,,,,,,,291.0,256.0,88.0,103.0,     143,73.0,22.0,6.0,2.0,0.0,12.0,13.0,48.0,42.0,28.0,17.5,82.5,227.0,523.0,534.0
North Attleborough: North Attleborough Early Learning Center,02120020,Public School,North Attleborough,MA,02760,PK,North Attleborough,02120000,Public School District,     132,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     132,       4,   3.0,       0,   0.0,      58,  43.9, , , , ,   2.3,   3.0,   3.0,  88.6,   0.0,   0.0,   3.0,  55.3,  44.7,7.0,100.0,      14,100.0,  18.9 to 1,"     $19,110,941","  $63,024",    303.2,"          $43,853,438.51","           4,744.5","               $9,242.95","          $47,354,987.17","           4,881.7","               $9,700.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Attleborough: North Attleborough Middle,02120305,Public School,North Attleborough,MA,02760,"06,07,08",North Attleborough,02120000,Public School District,       0,       0,       0,       0,       0,       0,       0,     404,     391,     398,       0,       0,       0,       0,0.0,"   1,193",      37,   3.1,       4,   0.3,     223,  18.7, , , , ,   1.5,   3.3,   2.1,  91.2,   0.3,   0.1,   1.5,  51.6,  48.4,74.2,97.3,     359,97.2,  16.1 to 1,"     $19,110,941","  $63,024",    303.2,"          $43,853,438.51","           4,744.5","               $9,242.95","          $47,354,987.17","           4,881.7","               $9,700.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Attleborough: Roosevelt Avenue,02120015,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,       0,      31,      42,      46,      42,      44,      40,       0,       0,       0,       0,       0,       0,       0,0.0,     245,      10,   4.1,       3,   1.2,      13,   5.3, , , , ,   0.0,   4.1,   1.2,  92.7,   0.0,   0.0,   2.0,  47.8,  52.2,14.8,100.0,      75,100.0,  16.5 to 1,"     $19,110,941","  $63,024",    303.2,"          $43,853,438.51","           4,744.5","               $9,242.95","          $47,354,987.17","           4,881.7","               $9,700.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Brookfield: North Brookfield Elementary,02150015,Public School,North Brookfield,MA,01535,"PK,K,01,02,03,04,05,06",North Brookfield,02150000,Public School District,       0,      50,      54,      43,      53,      49,      47,      51,       0,       0,       0,       0,       0,       0,0.0,     347,       3,   0.9,       0,   0.0,      58,  16.7, , , , ,   0.6,   0.3,   2.0,  96.3,   0.0,   0.0,   0.9,  48.1,  51.9,25.2,100.0,      77,100.0,  13.8 to 1,"      $3,167,259","  $58,437",     54.2,"           $7,852,569.00",             664.9,"              $11,809.62","           $9,160,732.00",             789.2,"              $11,607.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Brookfield: North Brookfield High,02150505,Public School,North Brookfield,MA,01535,"07,08,09,10,11,12",North Brookfield,02150000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,      49,      58,      50,      51,      41,      55,1.0,     305,       4,   1.3,       1,   0.3,      40,  13.1, , , , ,   1.0,   0.7,   0.7,  95.7,   1.0,   0.0,   1.0,  46.6,  53.4,29.0,96.6,     126,91.3,  10.5 to 1,"      $3,167,259","  $58,437",     54.2,"           $7,852,569.00",             664.9,"              $11,809.62","           $9,160,732.00",             789.2,"              $11,607.18",        64,84.4,3.1,0.0,3.1,9.4,0.0,     197,2.0,1.0,,,,,,,,,,,58.0,58.0,100.0,6.0,,,,,,,,,,,,,,22.0,489.0,510.0
North Middlesex: Ashby Elementary,07350010,Public School,Ashby,MA,01431,"K,01,02,03,04",North Middlesex,07350000,Public School District,      18,      38,      22,      34,      46,      44,      50,       0,       0,       0,       0,       0,       0,       0,0.0,     252,       2,   0.8,       0,   0.0,      37,  14.7, , , , ,   0.4,   0.8,   1.6,  96.8,   0.0,   0.0,   0.4,  50.4,  49.6,17.2,100.0,      85,84.7,  14.6 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Middlesex: Hawthorne Brook,07350030,Public School,Townsend,MA,01469,"05,06,07,08",North Middlesex,07350000,Public School District,       0,       0,       0,       0,       0,       0,       0,     175,     171,     201,       0,       0,       0,       0,0.0,     547,       4,   0.7,       2,   0.4,     102,  18.6, , , , ,   1.1,   0.9,   2.2,  95.1,   0.2,   0.2,   0.4,  53.0,  47.0,38.0,100.0,     116,100.0,  14.4 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Middlesex: Nissitissit Middle School,07350310,Public School,Pepperell,MA,01463,"05,06,07,08",North Middlesex,07350000,Public School District,       0,       0,       0,       0,       0,       0,       0,     166,     177,     150,       0,       0,       0,       0,0.0,     493,       4,   0.8,       1,   0.2,      90,  18.3, , , , ,   0.4,   1.0,   1.6,  96.1,   0.2,   0.0,   0.6,  51.5,  48.5,36.6,100.0,     184,99.5,  13.5 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Middlesex: North Middlesex Regional,07350505,Public School,Townsend,MA,01469,"09,10,11,12",North Middlesex,07350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     291,     282,     304,     278,5.0,"   1,160",      13,   1.1,       1,   0.1,     150,  12.9, , , , ,   0.3,   0.9,   1.5,  96.4,   0.2,   0.1,   0.7,  50.4,  49.6,73.8,94.6,     182,96.7,  15.7 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",       284,93.0,2.1,0.0,1.8,3.2,0.0,"   1,155",14.0,1.2,,,,,,,,,,,275.0,275.0,100.0,91.0,     125,65.0,19.0,6.0,1.0,0.0,9.0,19.0,45.0,26.0,26.0,22.4,77.6,219.0,505.0,517.0
North Middlesex: Spaulding Memorial,07350005,Public School,Townsend,MA,01469,"K,01,02,03,04",North Middlesex,07350000,Public School District,      67,     111,     119,     123,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     420,       9,   2.1,       0,   0.0,      74,  17.6, , , , ,   0.0,   0.7,   3.8,  91.2,   0.2,   0.0,   4.0,  50.5,  49.5,25.3,100.0,     104,100.0,  16.6 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Middlesex: Squannacook Early Childhood Center,07350002,Public School,Townsend,MA,01469,"PK,K,01,02,03,04",North Middlesex,07350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Middlesex: Varnum Brook,07350035,Public School,Pepperell,MA,01463,"K,01,02,03,04",North Middlesex,07350000,Public School District,      16,       0,       0,       0,     170,     157,     156,       0,       0,       0,       0,       0,       0,       0,0.0,     499,       2,   0.4,       1,   0.2,      91,  18.2, , , , ,   0.6,   0.2,   0.8,  96.6,   0.0,   0.2,   1.6,  51.3,  48.7,36.3,100.0,     192,100.0,  13.7 to 1,"     $17,703,621","  $61,743",    286.7,"          $42,045,190.00","           4,205.0","               $9,998.98","          $47,077,173.00","           4,396.1","              $10,708.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Reading: E Ethel Little School,02170003,Public School,North Reading,MA,01864,"PK,K,01,02,03,04,05",North Reading,02170000,Public School District,      29,      58,      63,      76,      67,      63,      62,       0,       0,       0,       0,       0,       0,       0,0.0,     418,       5,   1.2,       5,   1.2,      52,  12.4, , , , ,   0.0,   3.8,   1.7,  92.6,   0.0,   0.5,   1.4,  49.8,  50.2,25.5,100.0,      96,100.0,  16.4 to 1,"     $12,108,777","  $63,067",    192.0,"          $28,831,835.68","           2,790.0","              $10,333.95","          $30,933,121.69","           2,840.9","              $10,888.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Reading: J Turner Hood,02170010,Public School,North Reading,MA,01864,"PK,K,01,02,03,04,05",North Reading,02170000,Public School District,      29,      59,      58,      73,      86,      64,      73,       0,       0,       0,       0,       0,       0,       0,0.0,     442,       3,   0.7,       0,   0.0,      81,  18.3, , , , ,   0.5,   4.8,   0.9,  93.0,   0.0,   0.0,   0.9,  52.9,  47.1,29.2,96.6,     109,95.4,  15.1 to 1,"     $12,108,777","  $63,067",    192.0,"          $28,831,835.68","           2,790.0","              $10,333.95","          $30,933,121.69","           2,840.9","              $10,888.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Reading: L D Batchelder,02170005,Public School,North Reading,MA,01864,"K,01,02,03,04,05",North Reading,02170000,Public School District,      26,      78,      97,      82,      99,      85,      92,       0,       0,       0,       0,       0,       0,       0,0.0,     559,       5,   0.9,       5,   0.9,      61,  10.9, , , , ,   0.4,   1.4,   2.1,  93.9,   0.0,   0.0,   2.1,  52.8,  47.2,35.1,97.4,     128,99.2,  15.9 to 1,"     $12,108,777","  $63,067",    192.0,"          $28,831,835.68","           2,790.0","              $10,333.95","          $30,933,121.69","           2,840.9","              $10,888.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Reading: North Reading High,02170505,Public School,North Reading,MA,01864,"09,10,11,12",North Reading,02170000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     173,     182,     194,     184,0.0,     733,       0,   0.0,       0,   0.0,      94,  12.8, , , , ,   0.8,   2.3,   1.6,  93.3,   0.0,   0.0,   1.9,  47.7,  52.3,58.8,94.6,     123,93.5,  12.5 to 1,"     $12,108,777","  $63,067",    192.0,"          $28,831,835.68","           2,790.0","              $10,333.95","          $30,933,121.69","           2,840.9","              $10,888.46",       186,94.1,2.2,0.0,2.2,1.6,0.0,     733,7.0,1.0,,,,,,,,,,,177.0,177.0,100.0,146.0,     228,84.0,44.0,16.0,2.0,0.0,40.0,41.0,59.0,51.0,37.0,35.5,64.5,130.0,536.0,550.0
North Reading: North Reading Middle,02170305,Public School,North Reading,MA,01864,"06,07,08",North Reading,02170000,Public School District,       0,       0,       0,       0,       0,       0,       0,     203,     229,     208,       0,       0,       0,       0,0.0,     640,       2,   0.3,       1,   0.2,     102,  15.9, , , , ,   0.3,   2.5,   1.7,  94.1,   0.0,   0.0,   1.4,  51.7,  48.3,43.4,95.4,     167,95.8,  14.7 to 1,"     $12,108,777","  $63,067",    192.0,"          $28,831,835.68","           2,790.0","              $10,333.95","          $30,933,121.69","           2,840.9","              $10,888.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton: Bridge Street,02100005,Public School,Northampton,MA,01060,"PK,K,01,02,03,04,05",Northampton,02100000,Public School District,       0,      29,      32,      53,      35,      53,      48,       0,       0,       0,       0,       0,       0,       0,0.0,     250,      13,   5.2,       3,   1.2,      82,  32.8, , , , ,   3.6,   4.4,  13.6,  72.0,   0.4,   0.0,   6.0,  52.8,  47.2,22.3,100.0,      84,100.0,  11.2 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton: Jackson Street,02100020,Public School,Northampton,MA,01060,"K,01,02,03,04,05",Northampton,02100000,Public School District,      59,      35,      55,      62,      51,      68,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     388,      48,  12.4,      25,   6.4,      89,  22.9, , , , ,   5.7,   6.7,  23.2,  60.3,   0.3,   0.0,   3.9,  54.1,  45.9,28.9,100.0,     102,100.0,  13.4 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton: John F Kennedy Middle School,02100410,Public School,Florence,MA,01062,"06,07,08",Northampton,02100000,Public School District,       0,       0,       0,       0,       0,       0,       0,     205,     199,     228,       0,       0,       0,       0,0.0,     632,      52,   8.2,       9,   1.4,     148,  23.4, , , , ,   3.5,   4.9,  12.2,  76.9,   0.0,   0.0,   2.5,  50.2,  49.8,62.6,100.0,     207,98.6,  10.1 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton: Leeds,02100025,Public School,Leeds,MA,01053,"PK,K,01,02,03,04,05",Northampton,02100000,Public School District,       0,      49,      59,      48,      56,      52,      58,       0,       0,       0,       0,       0,       0,       0,0.0,     322,      12,   3.7,       0,   0.0,      53,  16.5, , , , ,   0.9,   0.6,  11.2,  82.9,   0.0,   0.0,   4.3,  50.9,  49.1,24.5,100.0,      98,100.0,  13.2 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton: Northampton High,02100505,Public School,Northampton,MA,01060,"09,10,11,12",Northampton,02100000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     225,     241,     212,     218,0.0,     896,      73,   8.1,       6,   0.7,     127,  14.2, , , , ,   3.1,   5.0,  10.9,  77.6,   0.1,   0.1,   3.1,  49.8,  50.2,57.9,98.3,     104,98.1,  15.5 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",       231,93.1,0.9,0.9,1.3,3.9,0.0,     896,11.0,1.2,,,,,,,,,,,219.0,0.0,0.0,244.0,     450,111.0,84.0,33.0,11.0,5.0,23.0,64.0,135.0,121.0,107.0,19.3,80.7,168.0,566.0,565.0
Northampton: R. K. Finn Ryan Road,02100029,Public School,Florence,MA,01062,"K,01,02,03,04,05",Northampton,02100000,Public School District,       0,      43,      41,      40,      58,      46,      42,       0,       0,       0,       0,       0,       0,       0,0.0,     270,      21,   7.8,       0,   0.0,      72,  26.7, , , , ,   2.2,   3.0,  15.2,  75.6,   0.7,   0.0,   3.3,  45.9,  54.1,20.3,100.0,      93,100.0,  13.3 to 1,"     $11,633,762","  $53,768",    216.4,"          $31,380,679.66","           2,788.2","              $11,254.94","          $35,636,681.66","           3,056.3","              $11,660.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton-Smith Vocational Agricultural: Smith Vocational and Agricultural High,04060705,Public School,Northampton,MA,01060,"09,10,11,12",Northampton-Smith Vocational Agricultural,04060000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     114,     110,     116,     120,0.0,     460,      19,   4.1,       3,   0.7,     178,  38.7, , , , ,   0.9,   1.1,   9.1,  88.3,   0.4,   0.0,   0.2,  65.0,  35.0,53.5,86.9,     134,91.0,   8.6 to 1,"      $2,889,710","  $54,013",     53.5,"           $8,167,506.40",             464.2,"              $17,593.66","           $8,167,506.40",             464.2,"              $17,593.66",       132,87.9,3.0,0.0,1.5,6.8,0.8,     460,11.0,2.4,,,,,,,,,,,117.0,117.0,100.0,,,,,,,,,,,,,,,4.0,,
Northboro-Southboro: Algonquin Regional High,07300505,Public School,Northborough,MA,01532,"09,10,11,12",Northboro-Southboro,07300000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     327,     357,     364,     359,4.0,"   1,411",      33,   2.3,       7,   0.5,     122,   8.6, , , , ,   1.1,   5.5,   1.1,  90.7,   0.4,   0.5,   0.8,  51.0,  49.0,103.4,99.0,     404,98.8,  13.6 to 1,"      $7,702,186","  $74,475",    103.4,"          $18,434,060.54","           1,386.2","              $13,298.17","          $18,942,974.20","           1,414.1","              $13,395.69",       364,96.4,1.4,0.0,0.5,1.6,0.0,"   1,407",1.0,0.1,,,,,,,,,,,354.0,5.0,1.4,248.0,     419,136.0,67.0,32.0,12.0,1.0,10.0,28.0,80.0,140.0,161.0,9.1,90.9,291.0,558.0,577.0
Northborough: Fannie E Proctor,02130015,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District,       0,      61,      32,      50,      32,      52,      44,       0,       0,       0,       0,       0,       0,       0,0.0,     271,      41,  15.1,      24,   8.9,      41,  15.1, , , , ,   1.1,   9.6,   3.3,  81.5,   0.0,   0.4,   4.1,  54.2,  45.8,17.0,100.0,     106,100.0,  16.0 to 1,"      $9,737,911","  $71,324",    136.5,"          $20,785,713.91","           1,902.3","              $10,926.79","          $22,538,790.48","           1,948.5","              $11,567.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northborough: Lincoln Street,02130003,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District,       0,      59,      44,      56,      44,      54,      65,       0,       0,       0,       0,       0,       0,       0,0.0,     322,      18,   5.6,      11,   3.4,      47,  14.6, , , , ,   0.0,   8.1,   2.5,  88.2,   0.3,   0.0,   0.9,  54.0,  46.0,22.6,100.0,     132,100.0,  14.2 to 1,"      $9,737,911","  $71,324",    136.5,"          $20,785,713.91","           1,902.3","              $10,926.79","          $22,538,790.48","           1,948.5","              $11,567.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northborough: Marguerite E Peaslee,02130014,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District,       0,      36,      58,      53,      52,      53,      53,       0,       0,       0,       0,       0,       0,       0,0.0,     305,      42,  13.8,       9,   3.0,      34,  11.1, , , , ,   0.3,  13.4,   4.6,  78.7,   0.0,   0.3,   2.6,  49.8,  50.2,21.5,100.0,     125,100.0,  14.2 to 1,"      $9,737,911","  $71,324",    136.5,"          $20,785,713.91","           1,902.3","              $10,926.79","          $22,538,790.48","           1,948.5","              $11,567.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northborough: Marion E Zeh,02130020,Public School,Northborough,MA,01532,"K,01,02,03,04,05",Northborough,02130000,Public School District,      38,      62,      55,      45,      59,      65,      65,       0,       0,       0,       0,       0,       0,       0,0.0,     389,      20,   5.1,      14,   3.6,      75,  19.3, , , , ,   1.3,   8.0,   3.3,  82.0,   0.0,   0.5,   4.9,  49.9,  50.1,22.7,100.0,     134,100.0,  17.2 to 1,"      $9,737,911","  $71,324",    136.5,"          $20,785,713.91","           1,902.3","              $10,926.79","          $22,538,790.48","           1,948.5","              $11,567.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northborough: Robert E. Melican Middle School,02130305,Public School,Northborough,MA,01532,"06,07,08",Northborough,02130000,Public School District,       0,       0,       0,       0,       0,       0,       0,     191,     217,     201,       0,       0,       0,       0,0.0,     609,      27,   4.4,       9,   1.5,      79,  13.0, , , , ,   0.7,   6.4,   2.3,  89.2,   0.5,   0.5,   0.5,  48.8,  51.2,52.7,100.0,     273,100.0,  11.6 to 1,"      $9,737,911","  $71,324",    136.5,"          $20,785,713.91","           1,902.3","              $10,926.79","          $22,538,790.48","           1,948.5","              $11,567.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northbridge: Northbridge Elementary School,02140001,Public School,Whitinsville,MA,01588,"PK,K,01,02,03,04,05",Northbridge,02140000,Public School District,      69,     107,     102,      94,     125,     100,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     597,      18,   3.0,       2,   0.3,     106,  17.8, , , , ,   0.5,   1.8,   2.7,  93.8,   0.0,   0.0,   1.2,  51.9,  48.1,30.6,100.0,     146,100.0,  19.5 to 1,"     $10,666,872","  $67,455",    158.1,"          $25,882,816.83","           2,443.5","              $10,592.34","          $28,798,756.09","           2,604.4","              $11,057.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northbridge: Northbridge High,02140505,Public School,Whitinsville,MA,01588,"09,10,11,12",Northbridge,02140000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     138,     179,     173,     148,0.0,     638,       8,   1.3,       2,   0.3,      80,  12.5, , , , ,   1.3,   0.5,   2.7,  94.7,   0.2,   0.0,   0.8,  52.0,  48.0,52.2,100.0,     204,100.0,  12.2 to 1,"     $10,666,872","  $67,455",    158.1,"          $25,882,816.83","           2,443.5","              $10,592.34","          $28,798,756.09","           2,604.4","              $11,057.56",       169,80.5,5.9,0.6,2.4,10.7,0.0,     638,22.0,3.4,,,,,,,,,,,137.0,128.0,93.4,48.0,      65,31.0,17.0,0.0,0.0,0.0,8.0,17.0,20.0,17.0,3.0,38.5,61.5,97.0,515.0,502.0
Northbridge: Northbridge Middle,02140305,Public School,Whitinsville,MA,01588,"06,07,08",Northbridge,02140000,Public School District,       0,       0,       0,       0,       0,       0,     190,     206,     192,     205,       0,       0,       0,       0,0.0,     793,      16,   2.0,       3,   0.4,     103,  13.0, , , , ,   0.6,   0.6,   3.4,  92.4,   0.1,   0.0,   2.8,  48.8,  51.2,46.9,100.0,     241,100.0,  16.9 to 1,"     $10,666,872","  $67,455",    158.1,"          $25,882,816.83","           2,443.5","              $10,592.34","          $28,798,756.09","           2,604.4","              $11,057.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Metropolitan Regional Vocational Technical: Northeast Metro Regional Vocational,08530605,Public School,Wakefield,MA,01880,"09,10,11,12",Northeast Metropolitan Regional Vocational Technical,08530000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     330,     336,     294,     285,0.0,"   1,245",     262,  21.0,      64,   5.1,     322,  25.9, , , , ,   4.0,   2.1,  26.5,  64.6,   0.3,   0.1,   2.4,  59.2,  40.8,121.0,95.0,     232,99.1,  10.3 to 1,"      $8,537,948","  $70,562",    121.0,"          $22,575,875.00","           1,214.5","              $18,588.92","          $22,586,929.00","           1,214.5","              $18,598.02",       283,93.6,2.5,0.0,0.4,3.2,0.4,"   1,245",10.0,0.8,,,,,,,,,,,274.0,122.0,44.5,,,,,,,,,,,,,,,135.0,414.0,432.0
Northern Berkshire Regional Vocational Technical: Charles McCann Vocational Technical,08510605,Public School,North Adams,MA,01247,"09,10,11,12",Northern Berkshire Regional Vocational Technical,08510000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     128,     134,     123,     115,0.0,     500,       5,   1.0,       0,   0.0,      91,  18.2, , , , ,   1.0,   0.6,   1.2,  96.4,   0.2,   0.0,   0.6,  59.6,  40.4,45.3,93.9,     140,100.0,  11.0 to 1,"      $3,298,302","  $72,778",     45.3,"           $8,326,356.00",             518.3,"              $16,063.81","           $8,326,356.00",             518.3,"              $16,063.81",       117,95.7,0.0,0.0,0.9,3.4,0.0,     500,5.0,1.0,,,,,,,,,,,112.0,112.0,100.0,,,,,,,,,,,,,,,43.0,459.0,461.0
Norton: Henri A. Yelle,02180060,Public School,Norton,MA,02766,"04,05",Norton,02180000,Public School District,       0,       0,       0,       0,       0,     237,     239,       0,       0,       0,       0,       0,       0,       0,0.0,     476,       2,   0.4,       1,   0.2,     108,  22.7, , , , ,   0.6,   0.6,   1.9,  95.0,   0.0,   0.6,   1.3,  50.0,  50.0,32.2,98.8,     130,96.2,  14.8 to 1,"     $11,913,073","  $63,445",    187.8,"          $29,995,684.00","           2,868.3","              $10,457.65","          $35,290,808.00","           3,127.0","              $11,285.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norton: J C Solmonese,02180015,Public School,Norton,MA,02766,"PK,K,01,02,03",Norton,02180000,Public School District,       0,     129,     164,     130,     156,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     579,       0,   0.0,       0,   0.0,      94,  16.2, , , , ,   1.4,   1.4,   1.2,  94.8,   0.0,   0.0,   1.2,  52.8,  47.2,38.8,96.4,     157,93.6,  14.9 to 1,"     $11,913,073","  $63,445",    187.8,"          $29,995,684.00","           2,868.3","              $10,457.65","          $35,290,808.00","           3,127.0","              $11,285.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norton: L G Nourse Elementary,02180010,Public School,Norton,MA,02766,"K,01,02,03",Norton,02180000,Public School District,      90,      58,      63,      89,      63,       0,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     363,       6,   1.7,       1,   0.3,      77,  21.2, , , , ,   2.8,   1.9,   2.8,  91.7,   0.0,   0.3,   0.6,  52.9,  47.1,23.0,99.6,      97,100.0,  15.8 to 1,"     $11,913,073","  $63,445",    187.8,"          $29,995,684.00","           2,868.3","              $10,457.65","          $35,290,808.00","           3,127.0","              $11,285.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
